filename|commit_id|MI|LOC|LLOC|SLOC|multi|blank|single_comments|halstead_volume|cyclomatic_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/compute/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.5716225374|390|209|559|139|86|30|23.2646625065|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/compute/stats.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.8752717544|85|86|112|3|31|24|470.611443949|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/compute/task_states.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|34|35|81|7|27|40|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/compute/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.2140470749|194|155|252|32|73|26|414.351900156|28
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/compute/vm_mode.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.5728177202|18|19|42|8|16|16|49.8289214233|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/compute/vm_states.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|10|11|38|10|8|18|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/conductor/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|10|10|23|0|3|13|3.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/conductor/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.7621778258|429|291|470|8|136|33|13.9315685693|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/conductor/manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.1046253125|277|209|298|0|64|21|274.006025076|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/conductor/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|259|185|325|52|59|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/config.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|12|10|29|0|5|17|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|11|10|2|1|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|39|40|61|0|14|22|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|18|27|42|0|12|24|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|70.760099564|94|74|116|3|19|19|25.2661942985|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|23|18|53|8|14|22|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/vmrc.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.7903766686|82|80|114|6|28|26|59.794705708|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/vmrc_manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.6044966807|99|81|124|3|19|22|27.0|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/websocketproxy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.756516016|49|48|74|7|15|18|118.592570415|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/console/xvp.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.4952335011|134|120|174|12|29|28|46.5069933284|18
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/consoleauth/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|6|5|23|0|6|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/consoleauth/manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.2322285853|41|31|59|0|15|18|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/consoleauth/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|21|15|53|8|13|24|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/context.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.6032383751|96|74|136|12|33|28|176.648061442|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/crypto.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.732084766|251|209|321|13|73|57|227.893030278|38
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|2|21|3|2|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|668|804|1070|135|646|267|0|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/base.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|12|12|30|0|8|18|2.0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/migration.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|8|10|27|0|10|19|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|16|0|1|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|0.0|3281|2455|3705|144|1086|280|8383.1835064|450
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/manage.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|3|3|18|0|4|15|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/133_folsom.py|nova-fffcaea176b785c9715a180f6a629708db16536c|51.6938458735|1061|117|1100|0|125|39|155.589411416|16
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/134_add_counters_to_bw_usage_cache.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|32|18|48|0|12|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/135_add_node_to_instances.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.3484842833|30|18|44|0|11|14|69.7604899926|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/136_add_index_to_instances.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|16|14|31|0|10|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/137_add_indexes_to_migrations.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|19|17|36|0|10|17|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/138_drop_server_name_from_instances.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|16|15|30|0|9|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/139_add_indexes_to_fixed_ips.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|19|17|36|0|10|17|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/140_drop_unused_postgresql_volume_sequences.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.5787057417|33|21|51|0|10|18|84.0|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/141_update_migrations_instance_uuid.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|11|11|25|0|8|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/142_add_migrations_instance_status_index.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|15|13|32|0|8|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/143_rename_instance_info_cache_sequence.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.2159157509|34|26|52|0|13|18|33.6882590647|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/144_add_node_to_migrations.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.6903484904|104|76|138|8|47|26|338.532679118|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/145_add_volume_usage_cache.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|43|23|58|0|11|15|0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/146_aggregate_zones.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.8410252365|33|24|48|0|9|15|23.2646625065|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/147_no_service_zones.py|nova-fffcaea176b785c9715a180f6a629708db16536c|76.489855398|51|40|71|2|12|18|98.09910819|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/148_add_instance_actions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|73|39|87|0|14|14|0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/149_inet_datatype_for_postgres.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.3072014534|43|22|62|0|8|19|13.9315685693|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/150_add_host_to_instance_faults.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|14|13|28|0|8|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/151_change_task_log_column_type.py|nova-fffcaea176b785c9715a180f6a629708db16536c|91.3457647432|23|21|44|0|8|21|13.9315685693|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/152_change_type_of_deleted_column.py|nova-fffcaea176b785c9715a180f6a629708db16536c|52.2885967099|162|120|181|0|44|19|284.345875079|25
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/153_instance_type_in_system_metadata.py|nova-fffcaea176b785c9715a180f6a629708db16536c|89.0037295865|24|18|40|0|9|16|41.5131794236|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migrate_repo/versions/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/migration.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.6168498793|70|67|92|0|25|22|150.414070981|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/models.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.7883737616|661|585|809|28|197|120|131.769522683|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/db/sqlalchemy/types.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|4|6|21|0|5|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/exception.py|nova-fffcaea176b785c9715a180f6a629708db16536c|37.5789297212|588|534|635|13|477|34|299.131868266|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/filters.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|14|18|43|14|10|15|0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/hooks.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.6151508922|36|39|70|17|26|17|13.9315685693|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/image/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/image/glance.py|nova-fffcaea176b785c9715a180f6a629708db16536c|38.8979646585|333|303|411|33|101|45|651.992603391|62
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/image/s3.py|nova-fffcaea176b785c9715a180f6a629708db16536c|46.1755384417|305|254|349|3|70|41|184.603277815|31
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/ipv6/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|15|0|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/ipv6/account_identifier.py|nova-fffcaea176b785c9715a180f6a629708db16536c|80.9049628177|24|26|42|0|8|18|176.648061442|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/ipv6/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|18|14|32|0|13|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/ipv6/rfc2462.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.1712710932|19|20|37|0|7|18|122.136172814|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/loadables.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.147360302|55|57|100|28|16|17|107.026358847|15
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|62.3084973653|139|140|246|65|62|42|232.04212949|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/netconf.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|28|15|52|7|10|17|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|14|9|32|0|6|18|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|49.65703535|328|302|414|31|81|55|149.27754455|18
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/api_deprecated.py|nova-fffcaea176b785c9715a180f6a629708db16536c|52.6300623772|297|280|381|34|84|50|101.950260323|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|19|20|33|0|11|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|93.6982269193|20|16|34|0|10|14|14.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/floating_ips.py|nova-fffcaea176b785c9715a180f6a629708db16536c|37.9187141412|465|353|592|20|99|107|693.260350595|72
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/l3.py|nova-fffcaea176b785c9715a180f6a629708db16536c|75.3311885824|92|92|123|7|40|24|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/ldapdns.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.3930652144|279|216|309|6|56|24|355.493686507|29
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/linux_net.py|nova-fffcaea176b785c9715a180f6a629708db16536c|7.09088842694|1126|886|1360|79|290|155|5296.67972856|174
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|1.20364807399|1208|985|1525|102|263|215|3231.45452446|233
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/minidns.py|nova-fffcaea176b785c9715a180f6a629708db16536c|47.7629542419|158|150|180|9|29|13|500.152490072|39
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/model.py|nova-fffcaea176b785c9715a180f6a629708db16536c|42.922628119|272|249|345|20|87|53|512.060882693|59
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|20|21|35|0|14|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|49|38|86|17|14|20|0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.9719537153|42|31|58|0|8|16|11.6096404744|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|26.7746773148|573|529|686|25|104|88|976.787100644|96
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|224|125|280|15|61|41|0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|46|51|118|57|41|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.9448091795|214|148|279|29|78|36|351.852637545|37
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|23|7|3|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|46.8041742502|245|209|304|41|51|18|803.283094338|40
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/cfg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|26.5282774374|685|729|1323|569|408|69|2680.37401896|117
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/cliutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.0061823365|25|25|52|13|14|14|90.7604899926|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/context.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.8222400956|35|29|63|13|18|15|11.6096404744|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/db/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|15|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/db/sqlalchemy/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|15|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/db/sqlalchemy/models.py|nova-fffcaea176b785c9715a180f6a629708db16536c|81.1588200313|47|52|86|5|17|34|18.094737505|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/db/sqlalchemy/session.py|nova-fffcaea176b785c9715a180f6a629708db16536c|52.2180789098|282|233|537|190|128|65|880.699746611|32
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/db/sqlalchemy/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.3738549168|52|50|103|24|29|27|211.523616571|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/eventlet_backdoor.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.6185850148|42|34|63|0|17|21|15.5097750043|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/excutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|98.360241908|14|15|42|13|7|15|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/fileutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|97.6490789207|11|12|29|3|6|15|11.6096404744|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/gettextutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|4|5|24|5|9|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/importutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|87.4637550631|27|31|54|8|13|19|13.9315685693|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/iniparser.py|nova-fffcaea176b785c9715a180f6a629708db16536c|58.9012572711|82|86|104|0|26|22|431.10432599|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/jsonutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.8541991571|60|54|112|19|28|33|82.0447025078|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/local.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|14|15|38|0|10|24|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/lockutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.8768490389|124|109|197|38|53|35|126.65973477|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/log.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.9531395776|381|249|429|16|96|32|614.97471195|51
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/network_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.3968720096|17|20|59|24|9|18|41.5131794236|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|71.7992070306|94|73|143|28|39|21|80.0|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/log_notifier.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|12|10|28|2|7|14|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/no_op_notifier.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|3|17|0|2|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/rabbit_notifier.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|8|8|23|0|6|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/rpc_notifier.py|nova-fffcaea176b785c9715a180f6a629708db16536c|90.8317492468|24|21|39|0|7|15|11.6096404744|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/rpc_notifier2.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.9592960207|27|24|43|0|8|16|11.6096404744|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/notifier/test_notifier.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|3|4|18|0|4|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/plugin/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/plugin/callbackplugin.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.0864962912|32|36|70|23|23|15|15.5097750043|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/plugin/plugin.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|16|21|63|26|23|21|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/plugin/pluginmanager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|87.59250432|30|31|60|15|16|15|13.9315685693|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/policy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|45.3211937053|277|337|578|217|201|84|924.197028087|58
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rootwrap/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|15|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rootwrap/filters.py|nova-fffcaea176b785c9715a180f6a629708db16536c|57.5086883661|104|115|150|7|30|39|447.080871751|30
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rootwrap/wrapper.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.3192872849|84|85|123|11|26|28|199.1772208|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|76.0335394534|94|67|240|127|66|19|51.806156054|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/amqp.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.7538377507|259|270|355|43|81|53|108.418050038|43
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/common.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.4034784684|196|197|362|100|108|66|416.132099424|30
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/dispatcher.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.243391814|25|28|106|67|32|14|31.6992500144|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/impl_fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.575454095|118|125|149|3|42|28|84.0|16
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/impl_kombu.py|nova-fffcaea176b785c9715a180f6a629708db16536c|39.6209681092|505|422|677|81|135|91|606.608919046|51
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/impl_qpid.py|nova-fffcaea176b785c9715a180f6a629708db16536c|43.3024692365|387|331|501|44|120|70|486.212422596|30
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/impl_zmq.py|nova-fffcaea176b785c9715a180f6a629708db16536c|34.9155855148|494|441|608|38|171|76|980.84652527|63
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/matchmaker.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.7890453104|128|136|203|45|55|30|157.891110452|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/proxy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|34|43|133|84|32|15|0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/rpc/service.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.5542056994|34|34|59|2|16|23|27.0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/setup.py|nova-fffcaea176b785c9715a180f6a629708db16536c|43.9280875933|247|239|306|15|60|44|708.055946627|49
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/timeutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.7594571159|82|90|123|13|41|28|342.460841276|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/openstack/common/uuidutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|8|10|30|7|9|15|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/paths.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|28|23|51|0|17|23|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/policy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|78.3832645148|56|55|96|20|34|20|36.0|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/quota.py|nova-fffcaea176b785c9715a180f6a629708db16536c|49.4719829495|337|288|868|450|209|81|586.418347851|50
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|24|10|3|14|0|1
