filename|commit_id|MI|LOC|LLOC|SLOC|multi|blank|single_comments|halstead_volume|cyclomatic_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_ipmi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|58.4853188653|164|142|182|0|40|18|41.5131794236|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_nova_baremetal_deploy_helper.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.3325258359|185|163|209|3|47|21|27.0|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_nova_baremetal_manage.py|nova-fffcaea176b785c9715a180f6a629708db16536c|96.891469025|21|17|37|0|8|16|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_pxe.py|nova-fffcaea176b785c9715a180f6a629708db16536c|57.2888236546|421|277|462|0|71|41|4.75488750216|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|35|35|52|0|15|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_virtual_power_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|293|253|310|0|48|17|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_volume_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|80.0920193529|131|31|146|0|15|15|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/fakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.0460621724|129|107|156|7|46|20|197.654284025|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/test_cells_manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|47.9012494875|351|272|381|3|49|27|87.5684250303|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/test_cells_messaging.py|nova-fffcaea176b785c9715a180f6a629708db16536c|35.364580934|955|725|1023|13|215|55|102.186571031|22
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/test_cells_rpc_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.11220698|160|146|178|3|40|15|4.75488750216|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/test_cells_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.1020250209|234|174|252|3|54|15|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/test_cells_scheduler.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.8593341092|136|127|164|3|42|25|33.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cells/test_cells_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|79.2691640188|53|49|71|3|11|15|13.9315685693|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cert/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/cert/test_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.5316754677|56|50|73|3|20|14|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/fake_resource_tracker.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|11|10|27|0|7|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_claims.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|112|100|128|0|34|16|0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_compute.py|nova-fffcaea176b785c9715a180f6a629708db16536c|3.9423364493|5295|4282|5799|121|1371|383|2896.52867608|69
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_compute_cells.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|119|107|143|3|43|21|0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_compute_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|43.7183623212|341|275|367|0|40|26|237.801422899|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_host_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.9156733193|253|183|281|3|42|25|9.50977500433|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_multiple_nodes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|65|61|81|0|21|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_resource_tracker.py|nova-fffcaea176b785c9715a180f6a629708db16536c|35.4399036238|637|510|699|3|194|59|488.479756438|24
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|47.1753960352|279|190|296|3|76|14|167.178822832|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_stats.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.8796930336|149|125|165|0|37|16|294.685725082|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/compute/test_virtapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|71.0635071353|85|77|104|0|34|19|27.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/conductor/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/conductor/test_conductor.py|nova-fffcaea176b785c9715a180f6a629708db16536c|31.6470823837|792|637|824|0|145|32|145.713631262|19
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/conf_fixture.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|48|45|65|0|9|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/console/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/console/test_console.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.9641270735|139|112|161|0|36|22|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/console/test_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.669160515|38|36|55|3|15|14|12.0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/consoleauth/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/consoleauth/test_consoleauth.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|24|25|45|3|9|18|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/consoleauth/test_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.2616534862|42|40|59|3|15|14|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/db/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|18|4|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/db/fakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.6754452189|362|231|388|0|60|26|1069.37312331|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_crypto.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|50|10|104|39|7|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_hosts.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|10|9|27|3|5|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_imagebackend.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|31|29|48|0|12|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_instance_actions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|8|8|23|0|7|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_ldap.py|nova-fffcaea176b785c9715a180f6a629708db16536c|49.570286047|176|201|254|39|74|39|657.445986855|48
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_libvirt_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.2107508024|75|75|90|0|60|15|77.709234081|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_loadables/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|6|7|22|3|5|13|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_loadables/fake_loadable1.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|13|15|31|3|13|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_loadables/fake_loadable2.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|10|13|28|3|11|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_network.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.4914755611|335|248|363|6|98|22|774.868137058|22
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_network_cache_model.py|nova-fffcaea176b785c9715a180f6a629708db16536c|81.7353218002|43|26|58|0|13|15|51.8914742796|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_policy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|204|1|218|0|35|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|79.2425347932|57|55|82|6|30|19|13.9315685693|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fake_volume.py|nova-fffcaea176b785c9715a180f6a629708db16536c|45.8937473054|213|156|226|0|50|13|257.264100087|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fakeguestfs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.1044218912|98|78|113|0|27|15|302.627698|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/fakelibvirt.py|nova-fffcaea176b785c9715a180f6a629708db16536c|28.8222961109|690|375|728|0|153|38|1151.87058652|55
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/glance/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|18|4|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/glance/stubs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.2730986483|72|71|89|0|23|17|101.950260323|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/hyperv/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|15|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/hyperv/db_fakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.1661479888|130|62|151|3|31|18|41.5131794236|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/hyperv/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|91.9223641268|21|20|36|0|10|15|13.9315685693|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/image/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/image/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.9112061071|171|100|205|12|41|22|30.0|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/image/test_fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.8008263073|80|68|96|0|23|16|62.5102495297|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/image/test_glance.py|nova-fffcaea176b785c9715a180f6a629708db16536c|38.8943623954|578|421|624|13|134|33|348.836546445|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/image/test_s3.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.773200195|170|96|186|0|24|16|51.8914742796|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|2|20|4|2|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/api/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|18|4|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/api/client.py|nova-fffcaea176b785c9715a180f6a629708db16536c|43.5076009052|204|192|225|4|70|17|706.015809019|30
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/integrated_helpers.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.4844685482|90|91|118|3|33|25|149.27754455|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/test_api_samples.py|nova-fffcaea176b785c9715a180f6a629708db16536c|9.27356737645|2244|1838|2377|9|563|124|3803.93229066|60
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/test_extensions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|97.2885784388|18|17|35|0|6|17|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/test_login.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|8|8|24|0|7|16|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/test_multiprocess_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.8352929889|98|102|135|3|30|34|223.848365015|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/test_servers.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.1024797334|274|269|372|0|108|98|314.875650807|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/integrated/test_xml.py|nova-fffcaea176b785c9715a180f6a629708db16536c|90.0020857156|23|24|40|0|11|17|13.9315685693|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/matchers.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.8201585658|279|262|347|21|107|47|1139.19851262|42
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/monkey_patch_example/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|6|8|27|5|6|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/monkey_patch_example/example_a.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|7|8|23|0|6|16|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/monkey_patch_example/example_b.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|7|8|23|0|7|16|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|16|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/test_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|187|161|208|0|53|21|0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/test_linux_net.py|nova-fffcaea176b785c9715a180f6a629708db16536c|35.5946129604|577|306|599|6|89|16|631.316150745|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/test_manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|23.8816356044|1793|1318|1915|9|380|113|655.664856113|19
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/test_network_info.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.8076303271|290|202|305|0|47|15|38.0391000173|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/test_quantumv2.py|nova-fffcaea176b785c9715a180f6a629708db16536c|23.3214289447|909|688|967|10|117|48|1101.1362649|58
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/network/test_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.2583555004|252|154|270|3|66|15|68.532388597|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/policy_fixture.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|23|20|36|0|8|13|0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/fakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.3689878571|98|52|121|7|23|16|2.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_chance_scheduler.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.3213789211|109|102|136|7|31|20|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_filter_scheduler.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.6463773267|351|278|389|5|93|33|72.0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_host_filters.py|nova-fffcaea176b785c9715a180f6a629708db16536c|28.3713641183|1168|948|1212|3|190|41|276.981282915|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_host_manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.5026595323|230|194|263|3|65|30|51.8914742796|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_least_cost.py|nova-fffcaea176b785c9715a180f6a629708db16536c|79.3279816848|68|59|116|3|26|45|28.529325013|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_multi_scheduler.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.8228559433|65|62|87|3|23|19|31.0195500087|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|80.9916649773|57|42|74|3|18|14|12.0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_scheduler.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|559|389|611|5|121|47|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_scheduler_options.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|91|86|110|3|28|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/scheduler/test_weights.py|nova-fffcaea176b785c9715a180f6a629708db16536c|78.5241187263|66|65|98|3|19|29|15.5097750043|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/servicegroup/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|13|0|0|13|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/servicegroup/test_db_servicegroup.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.3983862349|103|86|119|0|24|16|220.418332839|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|45.5406943654|422|363|508|34|106|52|204.035201795|28
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_availability_zones.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|65|60|91|3|22|23|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_bdm.py|nova-fffcaea176b785c9715a180f6a629708db16536c|72.3440276524|197|42|216|3|34|16|33.6882590647|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_block_device.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|92|68|110|3|18|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_cinder.py|nova-fffcaea176b785c9715a180f6a629708db16536c|58.2008139734|135|103|158|0|38|23|197.101551804|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_configdrive2.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|51|43|71|0|22|20|0|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_context.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|63|40|77|0|18|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_crypto.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.4618978171|154|105|171|3|43|14|4.75488750216|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_db_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|26.4979597187|1429|1202|1528|0|265|99|423.289214233|15
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|32|18|47|0|13|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_exception.py|nova-fffcaea176b785c9715a180f6a629708db16536c|75.1686466474|87|83|106|0|29|19|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_fakelibvirt.py|nova-fffcaea176b785c9715a180f6a629708db16536c|42.5138640725|334|233|350|0|56|16|309.297091018|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_filters.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|69|65|100|3|25|28|0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_hooks.py|nova-fffcaea176b785c9715a180f6a629708db16536c|81.1162165304|46|41|62|0|25|16|15.5097750043|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_hypervapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|28.9898122787|669|529|697|3|209|25|887.205706909|19
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_image_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.5356714748|208|133|225|0|13|17|112.587975039|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_imagebackend.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.6597188711|282|247|297|0|82|15|201.908906726|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_imagecache.py|nova-fffcaea176b785c9715a180f6a629708db16536c|28.222850452|687|590|742|0|212|55|1514.0697434|34
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_instance_types.py|nova-fffcaea176b785c9715a180f6a629708db16536c|52.3210421935|317|271|374|8|75|49|82.0447025078|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_instance_types_extra_specs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|141|65|158|3|20|14|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_iptables_network.py|nova-fffcaea176b785c9715a180f6a629708db16536c|57.479647211|146|61|163|0|28|17|534.276652829|16
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_ipv6.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|58|47|75|0|18|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_libvirt.py|nova-fffcaea176b785c9715a180f6a629708db16536c|3.10879734692|3633|2632|3813|10|776|170|3502.60200251|75
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_libvirt_blockinfo.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|334|176|363|0|64|29|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_libvirt_config.py|nova-fffcaea176b785c9715a180f6a629708db16536c|38.0963293746|678|406|693|0|149|15|88.8105532354|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_libvirt_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|22|15|38|0|4|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_libvirt_vif.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.6049383953|493|320|510|0|70|17|70.324030721|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_libvirt_volume.py|nova-fffcaea176b785c9715a180f6a629708db16536c|46.7797411557|311|243|332|0|34|21|169.215829853|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_loadables.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.1842125749|81|57|100|3|13|16|206.323312532|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_matchers.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|306|39|320|0|31|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_metadata.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.9247206361|432|315|471|0|124|39|518.015079004|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_migrations.py|nova-fffcaea176b785c9715a180f6a629708db16536c|45.2966187683|378|285|497|43|78|76|765.070700179|43
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_misc.py|nova-fffcaea176b785c9715a180f6a629708db16536c|78.8665925679|35|33|50|0|11|15|76.0|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.0907112809|226|200|253|0|66|27|15.5097750043|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_nova_manage.py|nova-fffcaea176b785c9715a180f6a629708db16536c|47.8559703682|299|209|318|0|56|19|147.161243415|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_objectstore.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.1915070581|78|70|110|3|30|29|2.0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_periodic_tasks.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|77|78|96|2|28|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_pipelib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.776387879|42|41|60|0|13|18|13.9315685693|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_plugin_api_extensions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.7221976282|45|45|65|0|22|20|4.75488750216|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_policy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|142|121|164|0|44|22|0|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_powervm.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.0071294864|163|149|183|3|49|17|12.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_quota.py|nova-fffcaea176b785c9715a180f6a629708db16536c|18.6464880575|1696|803|1727|0|244|31|1941.22474842|24
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_service.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.8158479303|139|115|167|3|40|25|2.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_test.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|17|19|38|4|12|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_test_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|13|14|35|0|6|22|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|26.7707113688|785|665|821|0|145|36|1123.94110164|13
