id,label,lines_of_code_added_sum,lcc_wt_mu_inter_commit_time,lines_of_code_added_avg,lcc_std_spatial_inter,ego_lines_of_code_removed_sum,s_wt_n_com_code,s_wt_sum_joint_commit,nbc_wt_std_inter_commit_time,nbc_wt_mu_inter_commit_time,lcc_wt_mean_joint_commit,lcc_wt_hm_diff_first_commit_time,nbc_wt_hm_diff_first_commit_time,lcc_diff_90_10_spatial,s_wt_hsum_diff_last_commit_time,neigh_lines_of_code_removed_mean,tenure_committer,avg_hv_committer,ego_total_num_committs,triangle,lcc_mean_spatial_inter,s_diff_90_10_temporal,neigh_lines_of_code_added_avg,lcc_wt_hsum_diff_first_commit_time,neigh_lines_of_code_removed_sum,neigh_lines_of_code_added_sum,nbc_wt_hsum_diff_last_commit_time,lines_of_code_removed_mean,nbc_wt_hsum_diff_first_commit_time,s_median_spatial_inter,s_mean_spatial_inter,ego_lines_of_code_removed_mean,nbc_wt_n_com_code,nbc_diff_90_10_spatial,nbc_wt_sum_joint_commit,lcc_wt_sum_joint_commit,nbc_median_spatial_inter,s_wt_mean_joint_commit,s_wt_hm_diff_last_commit_time,ego_lines_of_code_added_avg,nbc_diff_90_10_temporal,nbc_wt_hm_diff_last_commit_time,nbc_wt_mean_joint_commit,s_wt_mu_inter_commit_time,lcc_wt_n_com_code,ego_lines_of_code_added_sum,neigh_total_num_committs,lines_of_code_removed_sum,kshell_index,s_std_spatial_inter,avg_cc_committer,s_wt_hm_diff_first_commit_time,lcc_wt_hm_diff_last_commit_time,s_diff_90_10_spatial,avg_mi_committer,nbc_std_spatial_inter,lcc_wt_std_inter_commit_time,s_wt_std_inter_commit_time,nbc_mean_spatial_inter,total_num_committs,s_wt_hsum_diff_first_commit_time,lcc_median_spatial_inter,lcc_wt_hsum_diff_last_commit_time
0,Andrew_Laski,3295.0,0.0242550833502,22.8819444444,0.00698760120712,869.195876289,258.0,1794296.0,3.7213150926E62,4.98164100545E48,0.0594961013622,2.13861234592E-5,0.00516161520788,0.0112515843542,7922.44087133,872.270833333,23.6402662037,2095.91089429,110.24742268,1669.0,0.0103315148497,9693.64945258,15.8600480354,2.99921806754E-6,872.270833333,1318.70833333,0.00327321940012,574.0,0.00546061121078,720.0,1199.60732265,869.195876289,0.00916056967872,0.0026594907626,0.0025241545752,1.76450856697E-4,0.00345386731594,985.97040938,13.1180636967,15.93243872,1.53492639328E42,0.00429610046266,0.00800571825264,1096.93639671,0.0199852134693,1339.08247423,109.895833333,574.0,31,554.224439923,118.982905983,4.33455055131,2.79517500229E-4,2718.99073595,39.9697446112,2.58239048987E40,0.009708883539,231.676377015,0.00320109317135,144.0,2012.06625605,0.0058918949576,6.35371746478E-5
1,Julien_Danjou,601.0,0.00559405534396,35.3529411765,0.00105281377078,1818.15,22.0,357.0,5.89464491508E63,6.90450046734E43,0.0561099843847,3.73878018864E-5,0.0089856167186,0.015645890426,1.98582729406,1895.42105263,2.20236111111,1885.37908376,232.15,117.0,0.0142680074664,394.084907407,12.0913077013,1.43123350755E-7,1895.42105263,2667.89473684,0.00823025839549,350.0,0.00656217543197,128.0,137.695238095,1818.15,0.00335988118969,0.00100714443081,0.00969136970124,3.3014702015E-6,0.00422515351295,82.4476190476,1.11038976026,13.2543893751,8.44625770639E44,0.00802568218299,0.00335409754912,54.6792666201,0.0233802262838,2564.55,243.473684211,350.0,17,16.479962693,85.0833333333,1.03496266284,3.94012580793E-4,319.362857143,28.2565436021,1.15035967222E41,0.0,4.16320990873,0.00178873047346,17.0,1.45160024949,0.0100713916162,2.3043901281E-6
2,Vladan_Popovic,17.0,0.0239047593933,2.83333333333,0.00224177218806,980.5,21.0,523.0,1.09816695616E64,1.36936464481E52,0.0410345630092,3.44945835386E-5,0.00508293204922,0.0167316018814,1.43921525751,1032.05882353,0.0,3710.90098944,132.611111111,85.0,0.0152837476513,800.927297267,12.5642334561,1.64530913657E-7,1032.05882353,1328.47058824,0.00125893053851,104.0,0.00280112044818,168.0,203.937068478,980.5,0.00103619729881,7.86831586567E-4,3.77053194487E-4,2.87024182017E-6,3.01603420928E-4,58.0899830221,0.517142757044,12.0236278937,4.62270057364E34,0.00146350675102,8.80885651543E-4,210.035307655,0.0181286471524,1255.61111111,140.058823529,104.0,13,21.330915428,137.666666667,0.56863030432,2.45265357888E-4,455.39639219,39.636083027,1.07348737343E35,0.0,1.35794616695,8.65514745224E-4,6.0,2.71018450673,0.010783697955,1.11009559347E-6
3,Roman_Podoliaka,19.0,0.00784046772827,2.71428571429,0.00141172537763,1813.25,22.0,1237.0,2.64407006845E65,8.44096828617E36,0.0975929378549,2.53594478017E-5,0.00786831586567,0.0149796751535,0.830527407377,1908.26315789,26.1703472222,2587.55989096,224.75,115.0,0.0136384651275,602.200947712,15.1636447189,3.06054425216E-7,1908.26315789,2984.21052632,6.29465269254E-4,8.0,6.45201900985E-4,129.5,161.795751634,1813.25,0.00107555100361,3.30469266358E-4,0.0,2.44085585472E-5,0.00368609679491,163.676470588,0.312404117722,14.5411767687,6.6726709708E26,0.00634186258773,7.54796300543E-5,72.8749830497,0.0226641837043,2835.95,236.210526316,8.0,17,13.0934686264,163.666666667,0.190698191525,1.92509813838E-4,367.75254902,33.721118568,7.60393668647E37,0.0,1.88505427856,3.61942529821E-4,7.0,0.710547369551,0.00944478011868,2.46028616031E-6
4,Ollie_Leahy,20.0,0.0446082432026,5.0,0.00173410175876,2180.06666667,18.0,2378.0,4.24224197897E47,3.0837769808E25,0.138569898751,5.72452763429E-5,0.0,0.0213628283369,1.38708115609,2335.14285714,0.0,2387.59886113,288.0,87.0,0.0192843393142,1316.61759468,16.4979093541,1.21464331925E-6,2335.14285714,3867.78571429,9.44197903881E-5,9.0,0.0,73.0,90.8196248196,2180.06666667,3.07261093875E-4,2.67522739433E-4,1.90146163142E-5,6.46483191768E-5,3.4720182486E-4,110.290921639,0.176779333888,15.7313820638,1.64807505385E26,9.44197903881E-5,9.23514425544E-5,135.095255914,0.0388920084935,3611.26666667,308.285714286,9.0,14,8.24342496875,131.75,0.267846352095,3.84835274106E-4,212.152729155,48.6447611034,4.60910219216E22,0.00191763664115,8.8238363627,5.15374689202E-4,4.0,2.19001879878,0.0131300283427,1.0353609467E-5
5,Brian_Elliott,1440.0,0.0208240183743,15.4838709677,0.00583335893071,892.634146341,197.0,515250.0,4.83701406084E62,6.38875819863E51,0.0567273111538,2.62224952607E-5,0.00415447077707,0.0114934795111,282.547928204,894.987654321,151.921527778,1907.37105263,125.646341463,1285.0,0.0105090707671,7101.99147105,16.1057497216,1.65778640864E-6,894.987654321,1456.20987654,0.00549208447424,702.0,0.0122903093822,552.5,906.310079027,892.634146341,0.0104379458145,0.0066251219589,0.0179597337136,1.21097798385E-4,0.0078542415434,695.662770855,3.70719441584,16.0981658344,3.10128302786E43,0.00229754823278,0.0143385415735,753.528468168,0.02064281787,1456.01219512,126.049382716,702.0,31,335.149345724,95.1511627907,2.85009513869,1.84195194942E-4,2062.99605789,35.5102530239,1.00881003076E44,0.00946243563372,187.690734128,0.00720868871893,93.0,294.087247749,0.0060113756649,1.65939089555E-5
6,"Yunhong,_Jiang",214.0,0.0250650696167,71.3333333333,9.79099778883E-4,1484.25,7.0,1480.0,1.23001878438E39,8.06145514895E-6,0.0656327734353,8.04292538909E-5,5.97992005791E-4,0.0315020047222,1.82388749791,1686.14285714,17.1165277778,227.680042695,264.25,19.0,0.0288657191809,85.5826388889,7.9791113684,6.34042881734E-7,1686.14285714,1949.42857143,0.00158939980487,71.0,9.28461272149E-4,90.0,146.425925926,1484.25,2.81891321572E-4,0.0,7.76557177256E-4,1.05707452374E-5,0.0,26.0,0.410650673173,15.898389114,9.75914389356E-5,4.87835583672E-4,1.31325617741E-4,28.5275462963,0.0332726076035,1732.5,301.571428571,71.0,7,15.3785672856,10.6666666667,0.248962469722,5.02334937006E-4,322.361111111,39.6278419796,3.73345423911E27,0.0,2.04281036531E-14,0.0,3.0,1.08722651131,0.0162195279139,7.75784876563E-6
7,Yun_Mao,62.0,0.0292805428006,5.16666666667,2.82049561001E-9,2668.81818182,11.0,2462.0,6.07419826711E32,2.3351292218E17,0.176382205061,4.6059755695E-5,0.0,0.02933874767,7.17310334847,2933.3,87.192650463,1717.46029127,367.090909091,39.0,0.0275391503141,894.379542355,11.1765100244,9.30362013758E-7,2933.3,4168.9,0.0,24.0,0.0,194.0,416.837837838,2668.81818182,3.60291253999E-4,0.0,0.0,8.76230747406E-5,0.0,129.756756757,1.16764422767,10.6301606282,2.92838496436E-5,0.0,0.0,79.3253207546,0.0383701522535,3795.54545455,402.6,24.0,10,1.30630630631,78.6,0.739337180305,8.44793091151E-4,888.227027027,38.1093785436,2.1952614973E35,0.0,4.9421685745,0.0,12.0,3.57473911531,0.0175743551013,1.85244666608E-5
8,Clark_Boylan,50.0,0.00355554004411,4.54545454545,1.4163339616E-4,1182.27272727,10.0,71.0,2.8233469635E57,1.75839968511E26,0.039973090416,5.61367917589E-5,4.7209895194E-4,0.0116456450925,13.1923242741,1298.4,125.910694444,232.417440263,185.181818182,35.0,0.00996636895977,78.1591435185,9.21064025736,1.68050780401E-7,1298.4,1773.8,0.00132187706543,21.0,0.00196707896642,42.5,50.4444444444,1182.27272727,3.49239914239E-4,0.0,0.00101139053749,1.14937908866E-6,0.0,26.0,1.71307604075,8.78653246537,5.32142591081E23,2.83259371164E-4,3.6563619673E-4,23.2093287037,0.0212194760469,1617.09090909,202.6,21.0,10,0.749073042975,22.5,3.00655801143,5.08021601194E-4,126.683333333,54.705364391,1.0504967158E27,0.0,0.0,0.0,11.0,23.4668012528,0.00712190925188,1.9944076772E-6
9,Alex_Gaynor,462.0,0.00330219840221,1.47133757962,0.00112936944206,714.313043478,430.0,25476.0,2.00007200198E67,7.61823076386E56,0.0243865398708,1.68790266931E-5,0.0305448021905,0.00471283413007,42.1661353399,718.903508772,77.0181597222,598.089826002,97.7565217391,1823.0,0.00412533818532,2305.05426776,15.9746139499,3.26153902309E-7,718.903508772,1221.87719298,0.0753155194662,191.0,0.0723255594373,570.0,621.304057635,714.313043478,0.0320274450228,0.150048783558,0.10615687741,9.06271285314E-6,9.35954443523,455.797885255,4.47509853932,15.8484985032,1.25671865942E44,0.0250055078211,0.0821969231865,344.696786118,0.0192303354032,1215.26956522,95.8596491228,191.0,31,76.9053424804,35.7322580645,6.31722686534,1.33934907545E-4,1466.93083167,57.6867502523,4.50820091599E58,0.00298697296634,189.919174092,0.156590632508,314.0,107.84684699,0.00274152650223,2.5100846638E-6
