committer_id|bin_2months|num_files|total_code_added|total_code_change|total_code_del|sum_net_contr|avg_net_contr|mean_neighbr_files|mean_neighbr_code_add|mean_neighbr_code_change|mean_neighbr_code_del|mean_neighbr_avg_avg_netcontr|mean_neighbr_avg_sum_netcontr
271|16|87|251|1382|286|1490.0|55.1851851852|18.0|198.0|324.0|17.0|64.1875|513.5
265|9|40|475|2246|9|2716.5|301.833333333|67.0|290.0|1688.0|56.0|139.285714286|1950.0
1141|6|16|96|820|4|914.0|152.333333333|15.0|90.0|756.0|5.0|168.7|843.5
1334|6|15|807|152|2|958.0|958.0|196.0|8581.33333333|2115.33333333|35.0|803.319771242|10679.1666667
133|16|46|0|849|20|839.0|76.2727272727|238.0|1530.0|3318.0|2156.0|36.25|3770.0
383|12|2|4|67|0|71.0|71.0|35.0|42.0|443.0|11.0|36.8846153846|479.5
211|11|42|28|3274|3455|1574.5|92.6176470588|242.5|2163.5|6390.0|466.25|147.86875|8320.375
804|13|6|110|22|0|132.0|66.0|230.0|1120.0|1808.0|1166.0|36.640625|2345.0
1614|3|5|21|54|0|75.0|75.0|490.0|13737.0|6787.0|5025.0|113.996835443|18011.5
751|7|21|35|84|15|111.5|15.9285714286|625.0|6648.0|7493.0|1261.0|84.9716981132|13510.5
500|9|6|6|57|0|63.0|21.0|879.0|11153.0|19050.0|12697.0|193.93902439|23854.5
59|16|6|13|251|5|261.5|65.375|20.6666666667|31.3333333333|449.333333333|4.0|79.3611111111|478.666666667
264|12|6|11|17|0|28.0|28.0|15.5|58.5|175.0|0.0|116.75|233.5
191|10|6|111|39|0|150.0|50.0|6.0|59.0|240.0|0.0|99.6666666667|299.0
124|16|8|4|20|0|24.0|6.0|2.0|1.0|5.0|0.0|6.0|6.0
89|9|1|0|0|1|-0.5|-0.5|232.0|4041.0|4945.0|1376.0|106.384615385|8298.0
517|15|4|0|43|91|-2.5|-2.5|4.0|0.0|42.0|89.0|-2.5|-2.5
1006|10|81|126|315|372|255.0|19.6153846154|1079.0|6304.0|31459.0|243.0|132.540492958|37641.5
848|11|4|18|2|2|19.0|9.5|42.0|9.0|754.0|1438.0|3.66666666667|44.0
98|11|21|431|569|245|877.5|292.5|181.0|4150.0|5173.0|2572.0|365.318181818|8037.0
98|10|109|736|2374|6|3107.0|282.454545455|93.0|291.0|1318.0|399.0|93.9666666667|1409.5
30|11|38|331|146|21|466.5|116.625|10.5|156.0|291.5|3.5|73.25|445.75
1435|3|24|11|270|3|279.5|27.95|670.0|13218.0|13965.0|9753.0|142.990384615|22306.5
30|10|34|157|909|9|1061.5|117.944444444|38.0|172.0|932.0|292.0|47.9|958.0
307|15|78|124|390|220|404.0|28.8571428571|132.0|76.0|2189.0|30.0|72.5806451613|2250.0
335|10|257|1223|5023|981|5755.5|71.0555555556|898.0|8645.4|18097.4|6763.8|149.31194869|23360.9
307|11|27|78|494|1|571.5|47.625|18.5|2632.5|193.5|28.0|538.582142857|2812.0
226|16|5|25|46|77|32.5|16.25|147.0|217.0|935.0|682.0|24.5757575758|811.0
897|4|2|366|0|0|366.0|366.0|516.0|3926.0|8813.0|4286.0|64.6097560976|10596.0
897|6|180|4882|402|0|5284.0|2642.0|571.0|7951.25|3782.25|1335.5|1905.16609195|11065.75
341|9|4|0|48|10|43.0|21.5|67.0|290.0|1688.0|56.0|139.285714286|1950.0
1252|3|101|271|2970|368|3057.0|132.913043478|670.0|13218.0|13965.0|9753.0|142.990384615|22306.5
200|13|4|432|87|0|519.0|259.5|2.0|165.0|40.0|0.0|205.0|205.0
654|15|2|0|0|3|-1.5|-1.5|3.0|0.0|0.0|4.0|-1.0|-2.0
339|14|5|9|80|14|82.0|27.3333333333|14.0|11.0|381.0|0.0|35.6363636364|392.0
9|16|24|30|306|0|336.0|42.0|13.0|21.5|109.0|2.0|36.2083333333|129.5
93|12|211|804|5476|254|6153.0|109.875|585.0|916.0|11936.0|7106.0|65.485915493|9299.0
93|13|48|414|629|607|739.5|67.2272727273|88.8333333333|825.166666667|1860.0|925.0|170.478679654|2222.66666667
93|10|1079|6304|31459|243|37641.5|132.540492958|548.714285714|6294.85714286|7416.42857143|4891.71428571|92.7705753703|11265.4285714
93|11|112|193|4448|160|4561.0|116.948717949|72.5|433.5|659.0|1009.5|128.09|587.75
93|16|405|3197|6584|268|9647.0|103.731182796|92.3333333333|215.333333333|742.0|264.666666667|61.1085858586|825.0
93|14|183|593|2278|1732|2005.0|33.4166666667|95.5|1827.0|910.0|436.5|131.648944193|2518.75
93|15|338|2101|3409|497|5261.5|49.1728971963|151.25|751.0|2849.25|4235.25|81.700267094|1482.625
44|4|943|18720|8251|22|26960.0|369.315068493|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
157|16|98|534|843|146|1304.0|52.16|1274.0|191.0|619.0|587.0|28.6944444444|516.5
36|2|25|238|301|1|538.5|538.5|323.0|3443.0|3733.0|14.0|512.071428571|7169.0
500|10|26|119|241|0|360.0|36.0|15.0|149.0|104.0|0.0|50.6|253.0
989|9|64|5815|1094|0|6909.0|431.8125|1056.0|5688.0|20565.0|5949.0|247.643617021|23278.5
140|14|4|0|132|4|130.0|65.0|85.0|494.0|1016.0|418.0|64.7450980392|1301.0
1386|6|6|2|28|0|30.0|15.0|11.0|3.0|319.0|0.0|107.333333333|322.0
239|15|10|14|614|12|622.0|69.1111111111|201.0|539.0|3447.0|620.0|56.5538461538|3676.0
239|14|170|326|2430|403|2554.5|29.0284090909|60.25|230.125|342.0|187.125|23.3212652008|478.5625
239|13|122|283|1944|267|2093.5|32.7109375|288.714285714|1182.71428571|3451.57142857|2230.71428571|74.338721171|3518.92857143
1605|3|8|8|4|4|10.0|2.5|11.0|10.0|118.0|18.0|29.75|119.0
831|12|3|0|29|0|29.0|14.5|28.0|55.5|1095.0|0.0|87.3131868132|1150.5
479|11|17|31|616|0|647.0|71.8888888889|1.0|3.0|33.0|0.0|36.0|36.0
1468|2|42|52|1039|0|1091.0|51.9523809524|128.0|3939.5|4440.5|5801.0|167.625|5479.5
107|13|3|112|146|0|258.0|258.0|65.3333333333|694.333333333|2195.33333333|530.333333333|140.398989899|2624.5
238|6|264|5685|536|0|6221.0|2073.66666667|550.0|7750.5|3748.75|1335.5|2047.24942529|10831.5
806|10|17|2717|31|0|2748.0|549.6|205.0|2039.0|14649.0|0.0|695.333333333|16688.0
121|16|8|0|124|0|124.0|31.0|95.0|230.0|774.0|497.0|20.4189189189|755.5
438|9|7|0|100|8|96.0|24.0|26.0|17.0|186.0|281.0|5.20833333333|62.5
809|12|4|42|126|0|168.0|84.0|42.0|96.0|665.0|295.0|30.675|613.5
188|11|8|100|1|6|98.0|98.0|21.0|200.0|2.0|18.0|32.1666666667|193.0
155|7|59|3922|985|0|4907.0|613.375|98.0|5076.0|1879.0|0.0|496.785714286|6955.0
315|10|2|19|23|0|42.0|42.0|42.0|184.0|614.0|0.0|66.5|798.0
68|11|899|7903|24504|1708|31553.0|112.689285714|42.0|28.0|3274.0|3455.0|92.6176470588|1574.5
238|7|1556|34666|3409|4|38073.0|1730.59090909|358.0|2742.0|3974.0|1657.0|78.5|5887.5
209|16|8|12|137|0|149.0|21.2857142857|1.0|2.0|2.0|0.0|4.0|4.0
1079|7|18|568|1424|0|1992.0|398.4|479.0|2665.5|4746.5|3327.5|280.56773399|5748.25
107|4|124|577|1715|65|2259.5|39.6403508772|47.0|1862.0|1211.0|296.0|172.058823529|2925.0
45|10|134|1393|3992|746|5012.0|147.411764706|113.5|543.0|1575.0|241.0|71.834077381|1997.5
1344|2|293|4676|31498|8|36170.0|822.045454545|76.0|486.5|3513.5|39.5|241.85|3980.25
1344|3|17|73|237|0|310.0|103.333333333|424.0|3013.0|8521.0|1050.0|129.517647059|11009.0
30|13|13|87|1509|1897|647.5|129.5|114.0|529.666666667|6293.0|6891.66666667|85.8908651735|3376.83333333
30|12|5|0|15|48|-9.0|-2.25|19.5|96.5|243.5|107.0|22.4779411765|286.5
30|15|71|1232|3691|5445|2200.5|183.375|212.818181818|1045.36363636|7319.81818182|11526.2727273|76.4664648468|2602.04545455
30|14|118|994|1119|1973|1126.5|125.166666667|152.333333333|713.833333333|2102.33333333|2825.33333333|74.4036299349|1403.5
30|16|147|217|935|682|811.0|24.5757575758|866.105263158|1211.42105263|1843.42105263|1579.94736842|51.3079692144|2264.86842105
45|12|1403|5767|33255|25964|26040.0|197.272727273|19.0|133.0|333.0|0.0|233.0|466.0
1310|3|86|305|147|883|10.5|1.5|122.666666667|424.0|162.666666667|1397.66666667|-31.5461309524|-112.166666667
170|16|10|20|19|20|29.0|5.8|2.0|6.0|2.0|0.0|4.0|8.0
1310|5|60|30|638|15|660.5|33.025|309.5|2429.0|4037.0|1812.5|79.8945269527|5559.75
1310|7|20|476|668|48|1120.0|140.0|255.666666667|2604.33333333|3241.66666667|471.0|61.8719762941|5610.5
1310|6|8|288|231|0|519.0|173.0|48.0|1165.0|1813.0|4.0|175.058823529|2976.0
234|6|134|1079|1413|71|2456.5|72.25|373.25|2771.5|3124.75|2737.0|116.552994709|4527.75
234|7|18|1|47|206|-55.0|-9.16666666667|679.5|7144.5|7190.0|2015.5|67.7744072524|13326.75
234|4|22|0|98|221|-12.5|-1.25|23.0|15.0|162.0|20.0|41.75|167.0
234|5|81|427|1155|224|1470.0|49.0|49.5|228.5|557.0|65.0|37.3964932127|753.0
45|16|443|292|5234|4916|3068.0|49.4838709677|192.5|873.5|2126.5|1419.0|30.4128787879|2290.5
489|3|88|1137|1040|858|1748.0|76.0|100.333333333|581.333333333|2347.0|420.333333333|128.25|2718.16666667
399|16|5|0|0|5|-2.5|-0.5|542.0|3448.0|5399.0|4022.0|58.9310344828|6836.0
61|15|202|701|2716|89|3372.5|120.446428571|357.0|946.0|6371.0|9960.0|35.9538461538|2337.0
61|14|47|36|407|27|429.5|61.3571428571|424.0|791.0|6683.0|8868.0|33.7777777778|3040.0
61|12|6|15|98|1|112.5|37.5|306.0|468.5|6135.5|3554.0|47.5346244131|4827.0
1282|7|28|37|158|84|153.0|38.25|19.0|37.0|6.0|84.0|1.0|1.0
1597|3|38|150|36|444|-36.0|-36.0|138.666666667|475.666666667|199.666666667|1544.0|-19.0461309524|-96.6666666667
468|6|97|4861|959|13|5813.5|968.916666667|168.666666667|7230.0|1846.33333333|31.3333333333|799.680882353|9060.66666667
1332|3|18|26|157|3|181.5|18.15|131.0|208.0|2263.0|215.0|42.2053571429|2363.5
30|2|183|3472|7302|11074|5237.0|218.208333333|262.5|6442.5|10134.5|13958.5|226.304347826|9597.75
30|5|2|22|20|0|42.0|42.0|419.0|4190.5|9862.0|8684.5|114.863276953|9710.25
1348|3|22|72|160|2|231.0|38.5|670.0|13218.0|13965.0|9753.0|142.990384615|22306.5
1520|3|3|6|31|0|37.0|37.0|85.0|235.0|253.0|585.0|12.21875|195.5
30|9|15|20|249|0|269.0|134.5|94.0|261.0|1663.0|7.0|174.590909091|1920.5
1379|7|52|242|620|0|862.0|431.0|358.0|2742.0|3974.0|1657.0|78.5|5887.5
417|14|44|197|535|948|258.0|64.5|11.0|48.0|133.0|237.0|62.5|62.5
1024|10|15|149|104|0|253.0|50.6|26.0|119.0|241.0|0.0|36.0|360.0
251|13|81|60|557|17|608.5|25.3541666667|882.0|4630.0|9557.0|5854.0|68.2424242424|11260.0
251|12|35|42|443|11|479.5|36.8846153846|2.0|4.0|67.0|0.0|71.0|71.0
1|8|109|3425|980|975|3917.5|230.441176471|68.0|3440.0|556.0|529.0|533.071428571|3731.5
1|9|264|5468|1274|950|6267.0|122.882352941|98.5|2483.0|1492.5|395.5|288.545454545|3777.75
976|4|26|291|201|0|492.0|123.0|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
1219|5|39|1148|164|4|1310.0|218.333333333|123.0|305.0|1556.0|34.0|59.4838709677|1844.0
1219|4|194|6915|938|0|7853.0|373.952380952|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
1219|6|106|36|438|396|276.0|9.85714285714|1477.0|9235.0|13363.0|5316.0|114.597701149|19940.0
359|13|24|19|119|80|98.0|14.0|273.0|320.0|4095.0|4860.0|38.1730769231|1985.0
1219|3|266|9666|2994|0|12660.0|333.157894737|104.0|2902.0|4104.0|0.0|218.9375|7006.0
120|16|95|230|774|497|755.5|20.4189189189|8.0|0.0|124.0|0.0|31.0|124.0
177|14|14|11|381|0|392.0|35.6363636364|5.0|9.0|80.0|14.0|27.3333333333|82.0
243|16|2|0|1|1|0.5|0.25|542.0|3448.0|5399.0|4022.0|58.9310344828|6836.0
177|12|36|192|459|207|547.5|32.2058823529|5.0|0.0|15.0|48.0|-2.25|-9.0
177|13|20|71|559|1|629.5|78.6875|112.0|407.666666667|1358.66666667|935.666666667|80.4319681677|1298.5
70|15|141|155|1330|207|1381.5|41.8636363636|60.5|26.5|394.0|123.0|26.0947368421|359.0
1168|3|54|1132|85|69|1182.5|295.625|1662.0|34233.0|12898.0|13708.0|225.011173184|40277.0
70|16|208|567|1547|1481|1373.5|21.1307692308|120.0|542.0|868.0|1142.0|15.8301886792|839.0
1168|4|228|4706|518|77|5185.5|246.928571429|1819.0|31334.0|6825.0|11026.0|291.482142857|32646.0
761|11|1143|31411|5663|2833|35657.5|222.859375|267.333333333|4687.0|2363.33333333|373.333333333|133.945767196|6863.66666667
761|10|1399|18063|4868|3317|21272.5|158.75|900.0|7674.66666667|5659.66666667|3565.66666667|99.7468519583|11551.5
761|12|250|3375|4925|1844|7378.0|78.4893617021|583.5|3677.5|8706.0|2450.5|103.964459842|11158.25
6|3|131|208|2263|215|2363.5|42.2053571429|23.0|29.0|202.0|1.5|19.0392857143|230.25
6|2|299|1695|5493|178|7099.0|244.793103448|251.0|7871.0|8760.0|11602.0|270.75|10830.0
6|5|257|129|788|1515|159.5|3.625|58.0|22.0|663.0|17.0|37.5833333333|676.5
6|4|86|406|660|327|902.5|30.0833333333|426.166666667|3966.66666667|5773.0|1637.66666667|84.939584549|8920.83333333
6|7|226|1125|6856|10922|2520.0|61.4634146341|57.0|164.0|442.0|166.0|28.3541666667|523.0
6|6|154|1921|1795|614|3409.0|66.8431372549|2.0|1.0|2.5|3.5|0.875|1.75
77|16|79|59|951|1006|507.0|13.7027027027|2.0|0.0|10.0|1.0|9.5|9.5
895|9|85|1731|658|1363|1707.5|74.2391304348|154.0|1497.0|1769.5|951.5|66.4882246377|2790.75
1205|7|8|174|106|4|278.0|92.6666666667|625.0|6648.0|7493.0|1261.0|84.9716981132|13510.5
1205|4|880|39|86|11833|-5791.5|-120.65625|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
1205|5|350|0|17|5092|-2529.0|-168.6|559.0|4473.0|7364.0|3612.0|99.3168316832|10031.0
201|10|14|68|359|1|426.5|47.3888888889|169.333333333|665.666666667|1899.66666667|1687.33333333|19.7074413863|1721.66666667
254|9|106|138|786|200|824.0|51.5|34.0|51.0|530.0|159.0|45.5909090909|501.5
49|7|83|3|62|133|-1.5|-0.214285714286|202.0|229.0|3357.0|1348.0|69.3333333333|2912.0
201|13|2|165|40|0|205.0|205.0|4.0|432.0|87.0|0.0|259.5|519.0
422|9|30|48|134|33|165.5|16.55|14.0|2.0|27.0|20.0|6.33333333333|19.0
422|8|50|0|0|109|-54.5|-6.8125|7.0|0.0|0.0|12.0|-6.0|-6.0
107|3|9|64|23|0|87.0|12.4285714286|670.0|13218.0|13965.0|9753.0|142.990384615|22306.5
87|16|9|15|115|0|130.0|26.0|147.0|217.0|935.0|682.0|24.5757575758|811.0
131|13|259|76|1004|2185|-12.5|-0.735294117647|289.5|1982.0|5286.5|1674.5|49.7615283267|6431.25
115|15|2|0|15|30|0.0|0.0|4.0|0.0|25.0|50.0|0.0|0.0
1467|3|38|54|586|98|591.0|45.4615384615|138.0|36.0|2469.0|61.0|60.3536585366|2474.5
115|12|5|18|50|9|63.5|31.75|52.0|126.0|859.0|112.0|44.2380952381|929.0
36|13|29|334|445|25|766.5|109.5|71.6666666667|356.666666667|1160.66666667|91.3333333333|59.4176809211|1471.66666667
1488|4|47|1862|1211|296|2925.0|172.058823529|124.0|577.0|1715.0|65.0|39.6403508772|2259.5
36|11|49|715|653|97|1319.5|131.95|641.75|11906.75|4663.75|1792.5|133.792681323|15674.25
87|3|12|0|221|14|214.0|23.7777777778|571.5|8454.5|13311.0|11030.5|133.653728893|16250.25
36|16|1274|191|619|587|516.5|28.6944444444|1836.5|2034.375|1479.375|2201.375|70.046245915|2413.0625
36|15|6|25|93|0|118.0|29.5|10.0|213.0|184.0|0.0|56.7142857143|397.0
161|16|116|206|1222|112|1372.0|85.75|2190.85714286|2912.42857143|2894.57142857|2827.85714286|77.7204359261|4393.07142857
1361|3|4|134|86|0|220.0|110.0|24.0|548.5|340.0|233.0|152.722222222|772.0
51|13|78|24|966|1641|169.5|7.36956521739|16.5|79.0|1034.0|949.0|104.09375|638.5
161|15|10|213|184|0|397.0|56.7142857143|38.5|628.5|1892.0|2722.5|106.4375|1159.25
714|13|1|0|12|26|-1.0|-1.0|159.0|843.0|9470.5|9959.0|144.984848485|5334.0
99|13|489|1540|12511|3604|12249.0|126.278350515|489.0|2559.5|5905.0|3699.5|81.0140692641|6614.75
808|11|2|33|35|0|68.0|68.0|10.0|176.0|159.0|0.0|67.0|335.0
79|15|19|113|130|66|210.0|35.0|280.0|1122.0|5490.0|448.0|74.2790697674|6388.0
254|8|41|51|85|73|99.5|12.4375|42.0|69.0|99.0|75.0|43.5|130.5
1116|10|22|20|469|90|444.0|55.5|758.0|6138.0|11257.0|441.0|104.087878788|17174.5
6|15|1502|44657|44948|80396|49407.0|152.490740741|133.0|488.25|2324.75|2806.25|61.9790741867|1409.875
6|14|158|799|1779|822|2167.0|42.4901960784|141.25|1005.0|1773.5|1509.875|56.6107855903|2023.5625
6|16|238|1530|3318|2156|3770.0|36.25|145.0|445.5|1704.33333333|1227.33333333|69.5193775169|1536.16666667
6|11|184|2902|3147|77|6010.5|139.779069767|21.0|200.0|2.0|18.0|32.1666666667|193.0
6|10|272|1964|3854|470|5583.0|47.313559322|526.714285714|4463.14285714|5603.42857143|1858.28571429|80.7188158203|9137.42857143
6|13|230|1120|1808|1166|2345.0|36.640625|139.571428571|1015.85714286|3296.85714286|1274.57142857|101.46167264|3675.42857143
6|12|89|935|776|118|1652.0|71.8260869565|1162.0|15610.0|21575.0|31335.0|69.6359223301|21517.5
404|9|2|3|1|2|3.0|3.0|4.0|6.0|19.0|62.0|-1.5|-6.0
441|7|98|5076|1879|0|6955.0|496.785714286|59.0|3922.0|985.0|0.0|613.375|4907.0
490|3|3|38|98|176|48.0|16.0|88.0|1137.0|1040.0|858.0|76.0|1748.0
338|16|2|0|10|1|9.5|9.5|79.0|59.0|951.0|1006.0|13.7027027027|507.0
535|13|8|18|292|0|310.0|77.5|10.0|30.0|321.0|0.0|70.2|351.0
1312|7|2|2|16|4|16.0|16.0|137.0|1164.0|2156.0|151.0|62.3942307692|3244.5
1191|6|134|1261|576|104|1785.0|357.0|296.0|3244.0|1146.0|0.0|548.75|4390.0
206|11|11|5225|31|5|5253.5|1050.7|26.5|59.0|425.0|26.0|37.0446428571|471.0
1157|9|2|0|2|0|2.0|1.0|455.0|8106.0|3027.0|75.0|149.939189189|11095.5
451|4|84|3234|5919|14|9146.0|653.285714286|516.0|3926.0|8813.0|4286.0|64.6097560976|10596.0
7|12|3|1|28|7|25.5|12.75|5.0|0.0|15.0|48.0|-2.25|-9.0
844|10|34|69|564|17|624.5|56.7727272727|631.0|8452.0|8150.0|7062.25|111.570484068|13070.875
844|12|5|32|102|0|134.0|134.0|653.0|3592.0|6393.0|1328.0|51.4972375691|9321.0
335|2|62|290|1704|52|1968.0|131.2|227.666666667|2219.33333333|14277.0|374.666666667|441.622558923|16309.0
335|3|85|235|253|585|195.5|12.21875|122.166666667|747.166666667|840.5|806.833333333|10.0673306506|1184.25
1012|10|4|27|141|1|167.5|83.75|55.5|92.0|654.5|59.5|42.3346394984|716.75
335|6|958|4526|6773|10879|5859.5|46.876|129.25|715.5|3907.25|6484.5|49.1235239055|1380.5
335|7|358|2742|3974|1657|5887.5|78.5|903.6|15830.6|9688.8|2657.6|504.54761685|24190.6
335|4|489|3175|5346|2833|7104.5|98.6736111111|1381.2|9037.8|18316.0|22706.2|238.208040967|16000.7
1316|7|7|14|159|1|172.5|43.125|2.0|0.0|10.0|1.0|9.5|9.5
335|9|53|241|969|151|1134.5|126.055555556|1056.0|5688.0|20565.0|5949.0|247.643617021|23278.5
517|11|10|176|159|0|335.0|67.0|2.0|33.0|35.0|0.0|68.0|68.0
808|5|120|233|1855|51|2062.5|62.5|2.0|1.0|18.0|0.0|19.0|19.0
1013|10|4|0|65|0|65.0|65.0|4.0|0.0|64.0|0.0|64.0|64.0
72|13|44|119|1101|0|1220.0|71.7647058824|96.0|489.0|2253.0|1545.0|93.7857142857|1969.5
72|16|120|542|868|1142|839.0|15.8301886792|208.0|567.0|1547.0|1481.0|21.1307692308|1373.5
72|15|24|36|1508|443|1322.5|330.625|39.0|85.5|1852.0|495.5|141.182692308|1689.75
195|14|42|72|794|449|641.5|40.09375|257.333333333|754.666666667|3239.66666667|5181.0|53.7314814815|1403.83333333
599|15|1|0|1|2|0.0|0.0|29.0|51.0|234.0|186.0|17.4545454545|192.0
195|16|52|1514|616|33|2113.5|117.416666667|216.0|1332.66666667|2235.66666667|1484.0|77.0312750601|2826.33333333
375|13|11|158|79|0|237.0|39.5|238.0|1027.0|1819.0|2077.0|100.416666667|1807.5
1609|3|11|587|514|0|1101.0|275.25|337.5|6738.0|7107.5|4877.0|198.370192308|11407.0
1330|4|23|71|349|9|415.5|46.1666666667|746.5|7935.5|17001.5|3793.5|200.828892372|23040.25
246|10|10|218|23|31|225.5|112.75|548.0|4866.0|7198.0|2188.5|114.279962547|10969.75
1431|4|23|15|162|20|167.0|41.75|22.0|0.0|98.0|221.0|-1.25|-12.5
873|3|31|97|208|470|70.0|5.0|43.0|2977.0|1030.0|3238.0|103.826086957|2388.0
1332|5|161|819|336|46|1132.0|45.28|61.0|152.0|673.0|14.0|58.4285714286|818.0
517|8|53|233|711|3|942.5|62.8333333333|40.0|321.0|1030.0|15.0|149.277777778|1343.5
1221|6|296|3244|1146|0|4390.0|548.75|134.0|1261.0|576.0|104.0|357.0|1785.0
1332|4|77|684|1297|16|1973.0|61.65625|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
1334|7|7|292|261|0|553.0|553.0|117.0|4862.0|2340.0|18.0|553.307692308|7193.0
1425|3|505|18184|9961|7863|24213.5|216.191964286|945.0|27912.5|7256.0|7379.0|267.854901661|31479.0
1334|5|17|113|421|2|533.0|266.5|345.0|4505.0|4692.0|1815.0|377.058415842|8289.5
1334|2|7|42|310|7|348.5|348.5|7.0|42.0|309.0|7.0|347.5|347.5
1435|4|10|4|149|0|153.0|51.0|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
93|2|243|3401|6584|55|9957.5|276.597222222|300.0|1299.0|6010.0|1089.0|150.322222222|6764.5
93|3|1345|19842|21110|5726|38089.0|260.883561644|111.333333333|2064.66666667|1884.66666667|1151.0|142.424206349|3373.83333333
93|4|732|6679|18734|5780|22523.0|258.885057471|1601.25|9579.75|16410.75|26044.75|89.7071896188|12968.125
93|6|1584|18817|13363|8803|27778.5|112.920731707|24.0|154.0|562.0|822.5|36.859375|304.75
93|7|952|5145|9172|6655|10989.5|54.1354679803|340.8|3246.8|3577.6|1082.0|219.542182256|6283.4
305|6|279|3359|9288|34|12630.0|233.888888889|741.5|4627.5|6940.0|2658.0|325.798850575|10238.5
305|4|209|2010|5096|1124|6544.0|218.133333333|317.0|8552.0|1454.0|84.0|524.421052632|9964.0
1252|7|202|229|3357|1348|2912.0|69.3333333333|346.571428571|5288.85714286|5742.14285714|1807.85714286|89.7398484177|10127.0714286
1252|4|36|90|677|46|744.0|57.2307692308|1.0|11.0|24.0|0.0|35.0|35.0
30|8|2|0|31|92|-15.0|-15.0|68.0|124.5|755.5|186.5|35.8735632184|786.75
626|7|153|2295|1802|2865|2664.5|106.58|611.0|10155.6666667|10724.6666667|3462.33333333|110.408739266|19149.1666667
626|6|1144|17459|8949|15971|18422.5|252.363013699|737.333333333|5367.66666667|6717.0|3420.66666667|152.624233716|10374.3333333
626|5|1582|9902|7901|13983|10811.5|140.409090909|970.0|9519.0|4034.0|6062.0|172.491803279|10522.0
626|4|1819|31334|6825|11026|32646.0|291.482142857|1171.5|18109.0|4997.5|8954.0|274.754380054|18629.5
626|3|1662|34233|12898|13708|40277.0|225.011173184|279.5|9658.0|5023.0|3966.0|255.908482143|12698.0
626|2|288|80161|3903|1389|83369.5|1029.25308642|190.0|23139.0|4657.5|6459.0|639.375|24567.0
305|9|50|1186|2295|0|3481.0|290.083333333|26.0|5089.0|7.0|0.0|509.6|5096.0
449|8|205|2672|6611|2377|8094.5|161.89|295.5|1872.33333333|6782.66666667|4575.66666667|158.42064574|6367.16666667
449|9|221|472|3856|8418|119.0|5.40909090909|306.75|1928.25|6638.5|4673.5|66.927375647|6230.0
1050|4|40|65|407|30|457.0|38.0833333333|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
93|9|402|1949|5684|622|7322.0|90.3950617284|786.0|10823.5|17023.0|10955.5|141.02647422|22368.75
449|3|94|66|2712|22|2767.0|172.9375|670.0|13218.0|13965.0|9753.0|142.990384615|22306.5
449|4|116|767|3254|18|4012.0|200.6|761.0|9192.0|15269.0|1807.0|142.772727273|23557.5
449|5|31|211|501|0|712.0|30.9565217391|559.0|4473.0|7364.0|3612.0|99.3168316832|10031.0
449|6|2|2|5|0|7.0|3.5|1477.0|9235.0|13363.0|5316.0|114.597701149|19940.0
130|16|5|4|40|2|43.0|43.0|56.6666666667|74.0|363.333333333|229.333333333|29.5808080808|322.666666667
169|16|2|6|2|0|8.0|4.0|10.0|20.0|19.0|20.0|5.8|29.0
344|8|3087|3290|4358|21818|-3261.0|-17.8196721311|640.0|519.0|2401.0|5829.0|0.0395683453237|5.5
344|9|426|263|766|3957|-949.5|-29.671875|27.6666666667|408.0|308.333333333|322.0|42.9700854701|555.333333333
637|13|87|159|1726|10|1880.0|170.909090909|24.0|51.0|471.0|3.0|173.5|520.5
637|12|22|21|509|0|530.0|88.3333333333|128.0|226.0|3373.0|0.0|71.98|3599.0
344|2|300|1299|6010|1089|6764.5|150.322222222|202.5|4559.5|4099.5|488.5|156.044181682|8414.75
344|3|1193|4701|16402|10972|15617.0|88.7329545455|2656.0|17249.0|29044.0|17344.0|70.9830188679|37621.0
1124|6|16|4|73|8|73.0|10.4285714286|546.0|2802.5|4093.0|5475.0|59.563|4158.0
1124|7|6|9|64|0|73.0|24.3333333333|18.0|1.0|47.0|206.0|-9.16666666667|-55.0
344|4|2700|12771|30336|31177|27518.5|90.8201320132|2811.5|16944.5|24191.0|50844.0|96.0169676214|15713.5
344|5|14|59|198|5|254.5|36.3571428571|559.0|4473.0|7364.0|3612.0|99.3168316832|10031.0
383|7|43|79|387|50|441.0|31.5|226.0|1125.0|6856.0|10922.0|61.4634146341|2520.0
147|10|9|7|126|17|124.5|41.5|491.0|3675.66666667|6391.66666667|1769.66666667|66.1138110445|9182.5
315|8|7|0|0|12|-6.0|-6.0|50.0|0.0|0.0|109.0|-6.8125|-54.5
315|9|14|2|27|20|19.0|6.33333333333|30.0|48.0|134.0|33.0|16.55|165.5
806|9|26|5089|7|0|5096.0|509.6|50.0|1186.0|2295.0|0.0|290.083333333|3481.0
869|2|7|42|309|7|347.5|347.5|7.0|42.0|310.0|7.0|348.5|348.5
224|16|19|38|88|120|66.0|13.2|542.0|3448.0|5399.0|4022.0|58.9310344828|6836.0
