committer_id|binnumber_2months|num_files|total_code_added|total_code_change|total_code_del|sum_net_contr|avg_net_contr|mean_neighbr_files|mean_neighbr_code_add|mean_neighbr_code_change|mean_neighbr_code_del|mean_neighbr_avg_avg_netcontr|mean_neighbr_avg_sum_netcontr|num_of_blueprints_per_bin|num_of_bugs_per_bin|dummy_bug_o_blueprint
105|11|||||||||||||0|23|1
105|16|||||||||||||0|3|1
106|16|5|0|76|1|75.5|37.75|647|95.5|411.5|305|26.37847|354.5|0|2|1
107|3|9|64|23|0|87|12.42857|670|13218|13965|9753|142.9904|22306.5|0|7|1
107|4|124|577|1715|65|2259.5|39.64035|47|1862|1211|296|172.0588|2925|34|23|2
107|5|||||||||||||0|20|1
107|6|101|203|1256|28|1445|68.80952|1477|9235|13363|5316|114.5977|19940|10|11|2
107|7|||||||||||||0|8|1
107|8|||||||||||||0|9|1
107|9|||||||||||||3|0|0
107|13|3|112|146|0|258|258|65.33334|694.3333|2195.333|530.3333|140.399|2624.5|||
107|15|||||||||||||0|3|1
108|13|||||||||||||0|15|1
108|14|||||||||||||0|6|1
108|15|||||||||||||0|7|1
108|16|||||||||||||0|7|1
109|5|||||||||||||0|6|1
109|6|64|300|897|791|801.5|61.65385|44|143|690|185|82.27778|740.5|0|13|1
109|7|52|270|926|514|939|104.3333|109|166.5|1830.5|759|115.4167|1617.5|0|9|1
109|8|10|2|122|60|94|31.33333|560|2456|10058|3483|97.04955|10772.5|0|3|1
109|9|146|146|3727|8315|-284.5|-35.5625|284|1729|7203|8704|59.92606|4580|8|0|0
109|10|243|330|5210|8417|1331.5|36.98611|288.3333|2013.333|5345|6656.333|85.85564|4030.167|34|2|2
109|11|149|315|3440|1371|3069.5|105.8448|164.5|918.5|2628.25|269.25|203.079|3412.125|27|2|2
109|12|||||||||||||19|0|0
109|13|115|1128|775|0|1903|190.3|13|12|608|0|124|620|7|3|2
109|14|127|496|916|30|1397|116.4167|174|882|2434.5|1424.5|90.54224|2604.25|6|6|2
109|15|340|888|4015|69|4868.5|131.5811|44|618|1916.5|2728.5|115.0208|1170.25|34|3|2
115|8|42|69|99|75|130.5|43.5|41|51|85|73|12.4375|99.5|0|3|1
115|9|34|51|530|159|501.5|45.59091|106|138|786|200|51.5|824|0|11|1
115|12|5|18|50|9|63.5|31.75|52|126|859|112|44.23809|929|0|2|1
115|15|2|0|15|30|0|0|4|0|25|50|0|0|||
116|7|||||||||||||0|3|1
117|15|658|800|3597|5816|1489|41.36111|17|4|142|12|46.66667|140|0|36|1
117|16|||||||||||||0|16|1
118|15|||||||||||||0|14|1
118|16|28|163|1745|0|1908|136.2857|238|1530|3318|2156|36.25|3770|0|14|1
120|14|||||||||||||0|22|1
120|15|||||||||||||36|0|0
120|16|95|230|774|497|755.5|20.41892|8|0|124|0|31|124|21|16|2
121|16|8|0|124|0|124|31|95|230|774|497|20.41892|755.5|4|0|0
124|16|8|4|20|0|24|6|2|1|5|0|6|6|0|4|1
125|16|2|1|5|0|6|6|8|4|20|0|6|24|||
126|15|||||||||||||0|3|1
128|12|128|226|3373|0|3599|71.98|12|16.5|266.5|0|62.16667|283|50|0|0
128|14|20|17|243|1|259.5|64.875|75|167|803|534|54.07692|703|4|0|0
128|15|||||||||||||0|8|1
128|16|10|5|68|4|71|35.5|55|73.66666|354|228.6667|32.08081|313.3333|2|0|0
129|15|150|210|1062|1533|505.5|18.72222|201.5|1132|2038|452.5|63.71145|2943.75|23|4|2
129|16|13|0|87|2|86|28.66667|54|75.33334|347.6667|229.3333|34.35859|308.3333|3|0|0
130|16|5|4|40|2|43|43|56.66667|74|363.3333|229.3333|29.58081|322.6667|||
131|7|35|88|280|38|349|29.08333|625|6648|7493|1261|84.97169|13510.5|0|12|1
131|8|80|167|1135|12|1296|76.23529|100|235|1109|257|41.91379|1215.5|0|17|1
131|9|90|144|1532|0|1676|93.11111|74|1212|901|896|128.0769|1665|0|18|1
131|13|259|76|1004|2185|-12.5|-.7352941|289.5|1982|5286.5|1674.5|49.76153|6431.25|0|17|1
131|14|||||||||||||0|19|1
133|16|46|0|849|20|839|76.27273|238|1530|3318|2156|36.25|3770|0|11|1
135|2|||||||||||||0|6|1
135|3|||||||||||||0|4|1
135|4|41|32|279|202|210|12.35294|761|9192|15269|1807|142.7727|23557.5|0|17|1
135|5|||||||||||||0|8|1
135|6|||||||||||||0|6|1
135|7|31|69|283|274|215|23.88889|625|6648|7493|1261|84.97169|13510.5|0|8|1
135|8|41|170|406|439|356.5|29.70833|640|519|2401|5829|.0395683|5.5|2|10|2
135|9|||||||||||||0|9|1
135|10|||||||||||||0|2|1
135|11|138|250|939|2019|179.5|7.18|112|193|4448|160|116.9487|4561|17|8|2
135|12|||||||||||||11|9|2
135|13|273|320|4095|4860|1985|38.17308|24|19|119|80|14|98|40|12|2
135|14|191|2721|1131|949|3377.5|64.95192|223|465.5|3429|4443.5|35.98264|1672.75|35|17|2
135|15|||||||||||||18|9|2
135|16|||||||||||||34|4|2
136|12|||||||||||||20|0|0
136|13|303|398|4898|898|4847|47.05825|501.6667|1250|3924.667|3416.333|38.3492|3466.5|102|0|0
136|14|104|127|700|271|691.5|21.60938|88.5|171.5|1252|228.5|46.51421|1309.25|26|6|2
136|15|29|51|234|186|192|17.45455|1|0|1|2|0|0|11|0|0
140|14|4|0|132|4|130|65|85|494|1016|418|64.74509|1301|0|2|1
141|9|64|60|728|28|774|51.6|9|15|147|0|40.5|162|0|15|1
141|10|||||||||||||0|3|1
141|13|||||||||||||0|3|1
143|9|||||||||||||0|2|1
144|9|||||||||||||0|8|1
144|10|||||||||||||0|4|1
146|9|||||||||||||0|13|1
147|5|60|385|710|13|1088.5|60.47222|207|1501|2681.667|1209|58.44728|3578.167|0|18|1
147|6|48|1165|1813|4|2976|175.0588|742.5|4761.5|6797|2658|143.7988|10229.5|7|10|2
147|7|137|1164|2156|151|3244.5|62.39423|163|1781.75|2063.25|328.5|69.80543|3680.75|6|46|2
147|8|88|174|1146|183|1228.5|38.39063|100|235|1109|257|41.91379|1215.5|0|32|1
147|9|||||||||||||0|14|1
147|10|9|7|126|17|124.5|41.5|491|3675.667|6391.667|1769.667|66.11381|9182.5|0|3|1
155|5|||||||||||||0|2|1
155|7|59|3922|985|0|4907|613.375|98|5076|1879|0|496.7857|6955|8|0|0
155|8|68|3440|556|529|3731.5|533.0714|55.5|1713.5|502.5|496.5|124.2206|1967.75|7|0|0
155|9|103|4705|1322|784|5635|402.5|264|5468|1274|950|122.8824|6267|8|6|2
155|11|62|133|481|55|586.5|83.78571|42|28|3274|3455|92.61765|1574.5|7|0|0
155|13|48|1654|985|944|2167|216.7|270|1786.667|4255.667|1862|86.76778|5111.333|9|0|0
155|14|||||||||||||2|0|0
155|15|22|405|386|1193|194.5|32.41667|204.3333|1265.333|4349.667|7486|86.93654|1872|5|0|0
155|16|12|7|250|416|49|24.5|147|217|935|682|24.57576|811|2|0|0
156|16|||||||||||||0|2|1
157|9|||||||||||||7|0|0
157|10|80|917|2481|21|3387.5|125.463|96|587.5|591.5|358.5|35.9129|999.75|20|7|2
157|11|20|312|582|0|894|149|38|331|146|21|116.625|466.5|6|0|0
157|12|||||||||||||0|14|1
157|13|||||||||||||0|24|1
157|14|39|58|741|91|753.5|39.65789|37|399|176|111|30.55882|519.5|0|19|1
157|15|||||||||||||0|23|1
157|16|98|534|843|146|1304|52.16|1274|191|619|587|28.69444|516.5|0|25|1
159|14|||||||||||||0|2|1
160|7|||||||||||||0|6|1
160|8|||||||||||||0|5|1
160|10|2|0|6|13|-.5|-.25|27|536|116|65|36.44118|619.5|0|2|1
161|2|274|5014|11509|16315|8365.5|181.8587|217|5671.5|8031|11338|244.4792|8033.5|29|17|2
161|3|473|3691|12657|12308|10194|124.3171|374|6234.5|7041.25|2528|180.4941|12011.75|38|44|2
161|4|285|1635|7039|1867|7740.5|109.0211|493|6305|10604|4110.5|139.7197|14853.75|22|49|2
161|5|279|3908|12360|13757|9389.5|130.4097|280.5|2247.5|3692|1806|70.65842|5036.5|42|30|2
161|6|241|11936|2410|1258|13717|274.34|1477|9235|13363|5316|114.5977|19940|40|10|2
161|7|210|6293|1123|452|7190|156.3044|625|6648|7493|1261|84.97169|13510.5|25|21|2
161|8|36|14|402|116|358|29.83333|51|117.5|570|174.5|13.4569|600.25|0|12|1
161|9|94|261|1663|7|1920.5|174.5909|139.5|2744|761.5|475|128.6912|3268|0|10|1
161|10|38|172|932|292|958|47.9|125|485.5|1182|91.5|116.3933|1621.75|0|20|1
161|11|1|0|1|7|-2.5|-2.5|38|331|146|21|116.625|466.5|||
161|13|6|1|1316|0|1317|1317|72|12|15875|0|1323.917|15887|||
161|14|33|2855|41|51|2870.5|220.8077|241.6667|792.6667|3360|4191|64.12037|2057.167|11|2|2
161|15|10|213|184|0|397|56.71429|38.5|628.5|1892|2722.5|106.4375|1159.25|7|0|0
161|16|116|206|1222|112|1372|85.75|2190.857|2912.428|2894.572|2827.857|77.72044|4393.071|12|4|2
163|16|||||||||||||0|4|1
165|2|||||||||||||0|2|1
165|3|||||||||||||0|7|1
165|4|||||||||||||0|18|1
165|5|||||||||||||30|15|2
165|6|321|1471|13058|24216|2421|78.09677|958|4526|6773|10879|46.876|5859.5|25|6|2
165|9|5|6|5|8|7|2.333333|426|263|766|3957|-29.67188|-949.5|0|3|1
165|10|||||||||||||0|2|1
166|16|||||||||||||8|0|0
167|16|||||||||||||0|2|1
169|9|||||||||||||0|5|1
169|16|2|6|2|0|8|4|10|20|19|20|5.8|29|0|2|1
170|16|10|20|19|20|29|5.8|2|6|2|0|4|8|0|5|1
171|10|4|45|51|1|95.5|31.83333|2|41|3|0|44|44|0|3|1
171|12|2|3|59|0|62|62|23|50.5|404|147.5|52.3375|380.75|||
172|10|1|0|0|1|-.5|-.5|14|68|359|1|47.38889|426.5|||
172|12|3|0|12|14|5|5|111|1037|813|935|57.60417|1382.5|||
172|13|||||||||||||0|6|1
177|11|||||||||||||18|0|0
177|12|36|192|459|207|547.5|32.20588|5|0|15|48|-2.25|-9|3|14|2
177|13|20|71|559|1|629.5|78.6875|112|407.6667|1358.667|935.6667|80.43197|1298.5|6|2|2
177|14|14|11|381|0|392|35.63636|5|9|80|14|27.33333|82|6|5|2
177|15|||||||||||||9|2|2
181|9|||||||||||||0|3|1
181|10|||||||||||||0|3|1
181|11|||||||||||||0|2|1
181|14|||||||||||||0|8|1
181|15|3|54|13|0|67|67|1502|44657|44948|80396|152.4907|49407|||
184|15|||||||||||||0|5|1
184|16|||||||||||||0|4|1
186|3|86|378|241|173|532.5|21.3|371.5|7974.5|8082.5|4876.5|178.6908|13618.75|15|10|2
186|4|||||||||||||25|2|2
186|5|58|241|501|129|677.5|26.05769|227|1705.333|3044|1279|65.68404|4109.833|21|5|2
186|6|468|5112|5111|50|10198|188.8519|92.5|1261.5|977.5|41|146.1528|2218.5|52|2|2
186|7|||||||||||||0|4|1
186|8|7|127|61|0|188|31.33333|47|542|780.5|273|66.94192|1186|5|0|0
186|10|||||||||||||0|2|1
186|13|||||||||||||0|6|1
186|14|||||||||||||0|5|1
186|15|20|59|461|108|466|58.25|38|73.66666|1668|609|191.2051|1437.167|0|7|1
186|16|||||||||||||0|2|1
188|10|||||||||||||0|2|1
188|11|8|100|1|6|98|98|21|200|2|18|32.16667|193|||
188|16|||||||||||||0|6|1
190|2|||||||||||||0|11|1
190|3|||||||||||||0|9|1
191|5|||||||||||||0|2|1
191|9|75|6862|254|597|6817.5|486.9643|54.5|2437.5|466.5|485.5|292.6322|2661.25|14|0|0
191|10|6|111|39|0|150|50|6|59|240|0|99.66666|299|0|3|1
192|16|||||||||||||0|2|1
195|2|||||||||||||22|3|2
195|3|804|11680|13649|12|25323|351.7083|571.5|8454.5|13311|11030.5|133.6537|16250.25|66|6|2
195|4|179|3668|7810|14|11471|152.9467|23|263|399|0|73.55556|662|52|23|2
195|5|||||||||||||65|2|2
195|6|||||||||||||21|2|2
195|7|||||||||||||0|20|1
195|8|230|461|3561|4082|1981|56.6|640|519|2401|5829|.0395683|5.5|26|9|2
195|9|||||||||||||0|24|1
195|10|||||||||||||0|17|1
195|11|42|52|548|58|571|51.90909|2|0|5|43|-8.25|-16.5|0|11|1
195|12|||||||||||||0|4|1
195|13|651|11096|4192|679|14948.5|109.1131|445.5|2320.5|4893|2927|64.12122|5750|117|20|2
195|14|42|72|794|449|641.5|40.09375|257.3333|754.6667|3239.667|5181|53.73148|1403.833|2|14|2
195|15|||||||||||||3|8|2
195|16|52|1514|616|33|2113.5|117.4167|216|1332.667|2235.667|1484|77.03127|2826.333|3|15|2
196|3|||||||||||||0|2|1
197|15|||||||||||||0|5|1
197|16|||||||||||||0|15|1
198|7|||||||||||||0|11|1
198|8|||||||||||||0|4|1
198|10|1025|10359|6382|2950|15266|160.6947|352|2312|1658.333|868.3333|63.48959|3536.167|86|9|2
198|11|||||||||||||44|3|2
198|12|191|1866|5270|10668|1802|24.02667|30|196|232|6|47.22222|425|73|2|2
198|13|128|695|891|1585|793.5|33.0625|4|0|15|34|-2|-2|21|3|2
198|15|491|7915|2894|1245|10186.5|188.6389|33|12|325|66|30.4|304|41|13|2
198|16|||||||||||||42|9|2
199|16|17|74|275|0|349|58.16667|10|118|160|2.5|69.1875|276.75|0|6|1
200|10|||||||||||||0|14|1
200|13|4|432|87|0|519|259.5|2|165|40|0|205|205|0|2|1
201|7|6|186|321|0|507|507|485|2856.5|5298|3327.5|226.2677|6490.75|||
201|10|14|68|359|1|426.5|47.38889|169.3333|665.6667|1899.667|1687.333|19.70744|1721.667|0|9|1
201|11|||||||||||||0|2|1
201|13|2|165|40|0|205|205|4|432|87|0|259.5|519|||
202|5|||||||||||||0|2|1
202|6|||||||||||||2|3|2
202|10|||||||||||||0|2|1
203|7|5|1|76|1|76.5|38.25|260.6667|2762.667|3439|486.6667|95.78864|5958.333|0|2|1
203|8|||||||||||||0|3|1
203|9|||||||||||||0|8|1
203|10|37|60|183|246|120|13.33333|14|68|359|1|47.38889|426.5|2|7|2
203|11|||||||||||||2|4|2
203|13|||||||||||||0|2|1
203|16|||||||||||||0|3|1
205|5|||||||||||||0|3|1
205|8|17|15|200|118|156|22.28572|2|3|43|0|46|46|0|7|1
206|5|||||||||||||0|2|1
206|11|11|5225|31|5|5253.5|1050.7|26.5|59|425|26|37.04464|471|0|5|1
209|16|8|12|137|0|149|21.28572|1|2|2|0|4|4|7|0|0
211|7|28|257|262|184|427|71.16666|196.5|661.5|3316|486.5|58.4537|3734.25|2|4|2
211|8|2|2|25|18|18|18|68|3440|556|529|533.0714|3731.5|||
211|11|42|28|3274|3455|1574.5|92.61765|242.5|2163.5|6390|466.25|147.8687|8320.375|17|0|0
211|12|90|516|4544|4369|2875.5|119.8125|149.6|465.2|2921.6|2244.8|75.79877|2264.4|21|3|2
211|13|43|204|1819|1696|1175|117.5|92.33334|362.8333|1422.833|949|76.54111|1311.167|8|2|2
211|15|11|36|89|2|124|31|8.5|33|105|1|34.7|137.5|0|4|1
211|16|6|480|6|108|432|144|297|2481|3007.5|2027.5|88.17385|4474.75|3|0|0
214|3|||||||||||||0|7|1
214|9|||||||||||||0|7|1
214|15|||||||||||||0|6|1
214|16|||||||||||||0|13|1
215|14|11|48|133|237|62.5|62.5|44|197|535|948|64.5|258|||
215|15|||||||||||||0|12|1
215|16|45|140|611|583|459.5|27.02941|1274|191|619|587|28.69444|516.5|0|17|1
217|3|4|2|38|0|40|13.33333|31|43|463|0|46|506|3|0|0
217|4|56|19|6959|0|6978|581.5|625|6183.5|10307.5|2320|120.7232|15331|12|0|0
217|5|6|0|2|4|0|0|559|4473|7364|3612|99.31683|10031|0|4|1
217|9|||||||||||||27|0|0
221|11|||||||||||||6|0|0
221|12|||||||||||||20|0|0
221|13|||||||||||||4|0|0
222|13|||||||||||||0|4|1
222|14|||||||||||||0|5|1
222|16|7|0|183|8|179|44.75|4|0|122|4|60|120|0|4|1
223|12|||||||||||||0|2|1
223|13|24|26|324|4|348|43.5|140.5|615.5|1819|1886.5|108.9583|1491.25|0|8|1
223|16|||||||||||||0|9|1
224|16|19|38|88|120|66|13.2|542|3448|5399|4022|58.93103|6836|0|5|1
225|16|44|42|748|10|785|87.22222|2705.667|2972.333|2515|3517|78.45812|3728.833|0|9|1
226|4|||||||||||||0|2|1
226|10|||||||||||||0|2|1
226|11|||||||||||||0|2|1
226|12|25|106|1763|0|1869|143.7692|15.33333|7.666667|246.6667|.6666667|35.18571|254|13|0|0
226|14|||||||||||||0|9|1
226|15|||||||||||||0|7|1
226|16|5|25|46|77|32.5|16.25|147|217|935|682|24.57576|811|0|2|1
234|4|22|0|98|221|-12.5|-1.25|23|15|162|20|41.75|167|0|10|1
234|5|81|427|1155|224|1470|49|49.5|228.5|557|65|37.39649|753|28|2|2
234|6|134|1079|1413|71|2456.5|72.25|373.25|2771.5|3124.75|2737|116.553|4527.75|31|3|2
234|7|18|1|47|206|-55|-9.166667|679.5|7144.5|7190|2015.5|67.77441|13326.75|0|6|1
234|9|4|6|19|62|-6|-1.5|214|133|383.5|1979.5|-13.33594|-473.25|0|4|1
234|10|||||||||||||0|3|1
234|15|||||||||||||0|2|1
238|6|264|5685|536|0|6221|2073.667|550|7750.5|3748.75|1335.5|2047.249|10831.5|3|0|0
238|7|1556|34666|3409|4|38073|1730.591|358|2742|3974|1657|78.5|5887.5|22|0|0
239|13|122|283|1944|267|2093.5|32.71094|288.7143|1182.714|3451.572|2230.714|74.33872|3518.928|31|33|2
239|14|170|326|2430|403|2554.5|29.02841|60.25|230.125|342|187.125|23.32126|478.5625|68|20|2
239|15|10|14|614|12|622|69.11111|201|539|3447|620|56.55384|3676|0|8|1
239|16|||||||||||||0|32|1
243|16|2|0|1|1|.5|.25|542|3448|5399|4022|58.93103|6836|0|2|1
246|9|38|8|88|195|-1.5|-1.5|577|121.5|1718|2764|19.53125|457.5|||
246|10|10|218|23|31|225.5|112.75|548|4866|7198|2188.5|114.28|10969.75|2|0|0
246|11|||||||||||||0|6|1
246|13|||||||||||||0|6|1
251|12|35|42|443|11|479.5|36.88462|2|4|67|0|71|71|0|13|1
251|13|81|60|557|17|608.5|25.35417|882|4630|9557|5854|68.24242|11260|0|24|1
251|14|||||||||||||0|4|1
251|15|||||||||||||0|7|1
254|7|||||||||||||0|2|1
254|8|41|51|85|73|99.5|12.4375|42|69|99|75|43.5|130.5|0|8|1
254|9|106|138|786|200|824|51.5|34|51|530|159|45.59091|501.5|0|16|1
254|10|||||||||||||0|13|1
254|11|||||||||||||0|7|1
254|12|52|126|859|112|929|44.23809|17.5|41.5|337.5|174|29.57237|292|2|19|2
254|15|4|0|25|50|0|0|2|0|15|30|0|0|0|3|1
255|14|||||||||||||0|2|1
255|15|||||||||||||0|6|1
256|12|||||||||||||0|3|1
256|13|||||||||||||0|5|1
256|14|||||||||||||0|8|1
256|16|||||||||||||0|2|1
258|13|6|6|30|0|36|12|2|2|10|0|12|12|0|3|1
260|11|||||||||||||0|3|1
260|13|||||||||||||0|3|1
261|15|38|637|269|0|906|82.36364|396|709|48326|97765|3.910256|152.5|11|0|0
261|16|||||||||||||2|5|2
264|12|6|11|17|0|28|28|15.5|58.5|175|0|116.75|233.5|||
265|8|||||||||||||2|0|0
265|9|40|475|2246|9|2716.5|301.8333|67|290|1688|56|139.2857|1950|9|0|0
271|4|||||||||||||0|14|1
271|6|||||||||||||9|0|0
271|10|||||||||||||0|19|1
271|13|||||||||||||0|5|1
271|16|87|251|1382|286|1490|55.18518|18|198|324|17|64.1875|513.5|0|27|1
272|9|||||||||||||0|3|1
272|10|||||||||||||0|7|1
272|11|||||||||||||0|6|1
272|12|||||||||||||0|9|1
272|13|||||||||||||0|9|1
272|14|||||||||||||0|7|1
272|15|||||||||||||0|6|1
272|16|||||||||||||0|20|1
275|3|14|107|174|27|267.5|66.875|11|10|118|18|29.75|119|0|4|1
275|8|||||||||||||0|3|1
275|10|||||||||||||3|0|0
275|11|||||||||||||3|0|0
275|12|||||||||||||4|0|0
275|13|||||||||||||0|2|1
275|14|8|88|76|2|163|40.75|235|53|2710|5381|10.35714|72.5|2|2|2
277|2|||||||||||||0|2|1
277|5|||||||||||||0|3|1
277|8|||||||||||||0|2|1
277|12|||||||||||||0|4|1
277|13|||||||||||||0|4|1
278|14|||||||||||||0|3|1
279|6|7523|7|18622|37022|118|9.833333|1885.5|4617.5|9490.5|8344.5|45.88218|9935.75|0|12|1
279|7|75|139|1558|777|1308.5|48.46296|173|720.5|2668|190|69.80556|3293.5|0|27|1
279|8|8|10|204|0|214|107|100|235|1109|257|41.91379|1215.5|0|2|1
279|9|||||||||||||0|8|1
279|10|||||||||||||0|3|1
279|11|42|9|754|1438|44|3.666667|4|18|2|2|9.5|19|0|12|1
279|12|208|1464|973|530|2172|77.57143|250|3375|4925|1844|78.48936|7378|13|15|2
279|13|||||||||||||0|5|1
280|10|||||||||||||0|2|1
280|11|||||||||||||0|4|1
280|12|||||||||||||0|2|1
280|13|43|152|602|15|746.5|41.47222|47|204|1032|0|72.70588|1236|2|16|2
280|14|12|18|21|37|20.5|3.416667|158|799|1779|822|42.4902|2167|0|6|1
280|15|5|3|39|0|42|14|27|616|273|3|88.75|887.5|0|3|1
285|7|||||||||||||0|2|1
285|9|||||||||||||0|2|1
285|12|||||||||||||0|10|1
285|13|10|30|321|0|351|70.2|5|12.5|164.5|0|60.75|177|0|5|1
285|14|||||||||||||0|3|1
285|15|||||||||||||0|36|1
285|16|||||||||||||0|10|1
287|13|12|2|4|21|-4.5|-4.5|60|163|1063|884|65.33334|784|||
287|14|||||||||||||42|0|0
287|15|90|492|637|127|1065.5|46.32609|1502|44657|44948|80396|152.4907|49407|17|6|2
301|10|||||||||||||0|6|1
304|2|||||||||||||7|0|0
304|5|||||||||||||0|13|1
304|8|||||||||||||33|0|0
304|9|||||||||||||16|0|0
304|10|||||||||||||44|2|2
304|12|||||||||||||0|2|1
304|16|17|18|123|139|71.5|10.21429|192.5|873.5|2126.5|1419|30.41288|2290.5|0|7|1
305|3|||||||||||||10|0|0
305|4|209|2010|5096|1124|6544|218.1333|317|8552|1454|84|524.4211|9964|30|0|0
305|5|||||||||||||27|0|0
305|6|279|3359|9288|34|12630|233.8889|741.5|4627.5|6940|2658|325.7989|10238.5|54|0|0
305|7|||||||||||||13|4|2
305|8|||||||||||||0|2|1
305|9|50|1186|2295|0|3481|290.0833|26|5089|7|0|509.6|5096|5|7|2
305|10|205|2039|14649|0|16688|695.3333|17|2717|31|0|549.6|2748|24|0|0
305|12|16|90|302|0|392|196|10.5|19|32.5|0|32.75|51.5|0|2|1
307|8|||||||||||||0|4|1
307|10|||||||||||||0|12|1
307|11|27|78|494|1|571.5|47.625|18.5|2632.5|193.5|28|538.5822|2812|0|12|1
307|12|||||||||||||0|6|1
307|13|||||||||||||4|4|2
307|14|||||||||||||9|0|0
307|15|78|124|390|220|404|28.85714|132|76|2189|30|72.58064|2250|8|6|2
308|4|||||||||||||0|3|1
309|7|||||||||||||0|4|1
309|9|||||||||||||0|6|1
309|10|||||||||||||0|4|1
309|11|||||||||||||0|3|1
309|12|||||||||||||0|3|1
309|13|||||||||||||0|2|1
309|15|||||||||||||0|2|1
309|16|||||||||||||0|5|1
310|12|2|7|41|0|48|48|42|96|665|295|30.675|613.5|||
310|15|||||||||||||0|4|1
313|7|||||||||||||4|9|2
313|8|13|90|92|25|169.5|42.375|38|120|239|114|25.16667|302|2|2|2
313|9|||||||||||||2|7|2
313|10|||||||||||||0|6|1
313|11|||||||||||||3|6|2
313|12|||||||||||||22|4|2
313|13|72|12|15875|0|15887|1323.917|6|1|1316|0|1317|1317|12|0|0
313|14|7|3|1317|0|1320|1320|9|2|1317|2|329.5|1318|||
315|8|7|0|0|12|-6|-6|50|0|0|109|-6.8125|-54.5|||
315|9|14|2|27|20|19|6.333333|30|48|134|33|16.55|165.5|0|3|1
315|10|2|19|23|0|42|42|42|184|614|0|66.5|798|||
316|8|||||||||||||0|2|1
316|10|7|11|84|2|94|47|49|66|258|29|103.1667|309.5|||
321|12|||||||||||||0|3|1
326|16|||||||||||||0|4|1
329|7|||||||||||||0|9|1
329|9|||||||||||||0|6|1
329|13|||||||||||||0|25|1
329|14|||||||||||||0|21|1
329|15|||||||||||||0|2|1
329|16|5|0|36|0|36|36|1274|191|619|587|28.69444|516.5|||
330|3|104|2902|4104|0|7006|218.9375|468|11442|8479.5|4876.5|238.0741|17483.25|32|0|0
330|4|37|495|1656|0|2151|215.1|761|9192|15269|1807|142.7727|23557.5|10|0|0
330|5|58|3937|2121|0|6058|466|559|4473|7364|3612|99.31683|10031|13|0|0
330|6|93|594|1625|303|2067.5|121.6176|1477|9235|13363|5316|114.5977|19940|17|0|0
330|7|||||||||||||3|0|0
330|14|22|140|175|19|305.5|38.1875|191|2721|1131|949|64.95192|3377.5|0|8|1
333|10|||||||||||||0|4|1
333|14|||||||||||||0|2|1
333|15|9|3|51|5|51.5|17.16667|3|1|22|0|23|23|0|3|1
333|16|||||||||||||0|7|1
334|15|||||||||||||0|3|1
335|2|62|290|1704|52|1968|131.2|227.6667|2219.333|14277|374.6667|441.6226|16309|4|11|2
335|3|85|235|253|585|195.5|12.21875|122.1667|747.1667|840.5|806.8333|10.06733|1184.25|2|14|2
335|4|489|3175|5346|2833|7104.5|98.67361|1381.2|9037.8|18316|22706.2|238.208|16000.7|49|23|2
335|5|||||||||||||81|3|2
335|6|958|4526|6773|10879|5859.5|46.876|129.25|715.5|3907.25|6484.5|49.12352|1380.5|106|19|2
335|7|358|2742|3974|1657|5887.5|78.5|903.6|15830.6|9688.8|2657.6|504.5476|24190.6|55|20|2
335|9|53|241|969|151|1134.5|126.0556|1056|5688|20565|5949|247.6436|23278.5|3|6|2
335|10|257|1223|5023|981|5755.5|71.05556|898|8645.4|18097.4|6763.8|149.312|23360.9|76|5|2
335|11|18|86|153|42|218|21.8|369.5|2087.5|3660.5|1776.5|123.5092|4859.75|4|6|2
338|14|||||||||||||0|8|1
338|16|2|0|10|1|9.5|9.5|79|59|951|1006|13.7027|507|||
339|12|||||||||||||0|2|1
339|13|||||||||||||0|8|1
339|14|5|9|80|14|82|27.33333|14|11|381|0|35.63636|392|0|2|1
339|15|||||||||||||0|10|1
339|16|||||||||||||0|2|1
341|3|1|0|0|1|-.5|-.5|670|13218|13965|9753|142.9904|22306.5|||
341|4|||||||||||||0|5|1
341|6|||||||||||||0|2|1
341|7|||||||||||||0|7|1
341|9|4|0|48|10|43|21.5|67|290|1688|56|139.2857|1950|0|2|1
341|10|41|33|170|26|190|190|49|66|258|29|103.1667|309.5|||
341|11|2|0|16|1|15.5|15.5|21|0|179|7|13.5|175.5|||
341|14|6|15|161|0|176|176|424|791|6683|8868|33.77778|3040|||
344|2|300|1299|6010|1089|6764.5|150.3222|202.5|4559.5|4099.5|488.5|156.0442|8414.75|31|14|2
344|3|1193|4701|16402|10972|15617|88.73296|2656|17249|29044|17344|70.98302|37621|157|19|2
344|4|2700|12771|30336|31177|27518.5|90.82013|2811.5|16944.5|24191|50844|96.01697|15713.5|287|16|2
344|5|14|59|198|5|254.5|36.35714|559|4473|7364|3612|99.31683|10031|0|7|1
344|7|||||||||||||0|3|1
344|8|3087|3290|4358|21818|-3261|-17.81967|640|519|2401|5829|.0395683|5.5|183|0|0
344|9|426|263|766|3957|-949.5|-29.67188|27.66667|408|308.3333|322|42.97009|555.3333|26|6|2
344|11|2|0|5|43|-16.5|-8.25|42|52|548|58|51.90909|571|0|2|1
346|13|||||||||||||0|8|1
347|16|||||||||||||0|8|1
349|15|||||||||||||0|11|1
349|16|44|20|1073|9|1088.5|181.4167|122|771.5|1784.5|1080.5|50.8125|2015.75|0|6|1
