feature_id_id|bin_2months|committer_id|committer_neighbor_id|count
3673|10|30|161|4
6150|5|1120|720|24
6369|5|161|720|6
7463|4|644|335|1
6977|4|6|751|7
5755|4|553|1378|18
5755|5|36|553|3
3609|10|44|45|1
3609|10|44|40|1
3609|10|45|40|1
6155|6|720|1364|6
739|15|518|476|96
7871|3|344|1442|48
5456|5|356|720|16
5456|6|356|720|3
5363|6|626|720|1
3823|10|335|16|12
3823|10|93|64|23
3823|10|335|64|2
3823|10|93|16|138
3823|10|16|64|6
3823|10|335|93|46
3358|11|188|49|2
7762|2|750|720|8
7558|3|275|1562|6
6358|5|1120|720|15
5035|5|186|720|1
7762|3|750|720|40
5418|7|720|1114|8
3484|9|315|422|7
5203|7|147|720|1
5035|8|1258|186|4
3535|10|519|844|4
3535|10|1012|519|2
3535|10|1012|844|2
3814|10|172|201|1
3143|11|626|761|1
6583|5|87|1219|2
3517|10|449|109|5
3517|10|109|31|60
3517|10|449|31|12
7742|3|1465|720|5
1916|13|1|56|13
2399|12|742|254|4
2389|12|520|29|10
1022|14|1|64|27
5025|7|147|720|24
533|16|30|50|16
7224|4|644|161|18
4635|8|1|155|1
4635|9|1|155|1
4162|9|553|45|32
348|13|135|359|8
6111|6|1388|720|1
4930|8|85|450|52
4930|8|449|85|143
4930|8|449|450|44
8032|3|1010|720|1
6096|6|335|1171|10
7881|3|403|720|4
7321|4|1533|911|2
3598|10|93|1006|22
3919|10|626|595|6
6229|6|456|751|5
1343|14|6|66|1
4136|7|720|1114|6
737|16|6|5|2
1867|13|99|56|34
7298|4|6|1442|8
4284|7|131|720|3
5318|7|135|720|4
8101|3|1123|720|6
7403|3|344|1442|2
2102|13|36|239|4
3596|10|45|40|1
3604|10|500|1024|50
6430|5|1310|720|1
7709|3|344|1442|22
7177|3|1252|720|23
2237|13|99|1|8
7891|3|344|1442|216
3338|6|519|720|2
7889|3|344|1442|108
2087|13|6|804|2
5614|6|1334|468|6
5614|6|869|1334|15
5614|6|1177|1334|6
5614|6|869|468|90
5614|6|1177|869|90
5614|6|1177|468|36
3112|11|396|479|5
7559|3|93|1330|25
7559|3|644|93|100
7559|3|644|1330|4
5081|8|31|85|270
5081|8|449|85|210
5081|8|449|31|63
4510|9|344|36|4
8447|2|1468|589|42
8447|2|589|720|2
8447|2|1468|720|21
492|16|30|161|24
760|15|30|60|3
8105|2|975|720|16
8386|2|161|720|24
7407|3|788|720|14
3907|10|991|68|42
2448|12|94|384|77
6119|6|186|49|14
6119|6|234|49|6
6119|6|234|186|84
6119|5|186|49|8
6119|5|234|49|24
6119|5|234|186|48
7084|4|1205|720|15
7439|3|1347|720|12
3936|10|626|51|2
4127|9|30|161|20
6706|5|1478|808|2
572|16|6|51|1
572|16|30|51|1
572|16|30|6|1
2275|12|1|56|23
5614|7|869|720|4
5614|7|1177|720|2
5614|7|468|720|2
5614|7|869|468|8
5614|7|1177|869|8
5614|7|1177|468|4
7397|4|626|595|3
2599|12|520|29|10
7107|3|161|720|8
5695|6|335|1171|6
769|15|16|61|10
7107|4|161|720|21
1345|14|6|280|2
7288|4|6|1442|7
389|16|349|59|1
3882|10|449|66|8
8423|2|161|720|1
5997|6|626|751|14
1316|14|520|239|28
1316|14|520|56|4
1316|14|239|648|7
1316|14|520|648|4
1316|14|648|56|1
1316|14|239|56|7
5453|7|720|1114|16
6211|6|720|1364|2
109|16|1|16|26
3974|10|991|68|27
8518|2|30|720|24
1499|14|135|16|2
6670|3|1472|1471|33
6670|3|1191|1472|11
6670|3|1191|1471|3
7364|3|663|57|84
3194|11|28|390|5
6195|6|458|720|6
6221|5|720|1114|6
4510|8|344|16|10
5600|6|31|720|38
4429|8|109|31|2
5039|8|1258|1259|20
5039|8|1258|186|2
5039|8|186|1259|10
4148|9|31|92|14
4148|9|31|450|1
4148|9|92|450|14
374|16|106|40|3
1011|14|599|239|1
1011|14|599|136|2
1011|14|239|136|2
8092|3|750|720|4
7069|4|1205|720|5
1138|13|313|161|12
1138|14|313|49|1
3928|10|991|68|33
7939|3|335|751|5
5155|8|279|720|4
6160|6|161|720|8
7139|4|10|16|1
6243|6|720|1114|2
6050|6|1080|720|14
5085|7|1252|85|26
5085|8|31|450|18
5085|8|66|720|1
5085|8|450|66|2
5085|8|85|720|35
5085|8|450|720|2
5085|8|85|450|70
5085|8|31|85|315
5085|8|449|450|18
5085|8|449|66|9
5085|8|31|66|9
5085|8|449|720|9
5085|8|85|66|35
5085|8|449|85|315
5085|8|449|31|81
5085|8|31|720|9
889|15|93|16|8
7875|3|344|1442|133
2518|12|64|68|14
8038|3|161|720|1
7600|3|716|217|11
7465|4|195|383|5
3918|10|626|595|5
4851|7|663|720|6
4998|8|36|563|4
6052|6|93|1171|2
6553|5|596|720|9
2476|12|29|545|36
496|14|417|215|4
8427|2|403|720|5
2509|12|456|68|5
6740|5|344|720|1
3878|10|449|66|1
4430|9|254|115|2
4404|7|98|720|24
6320|3|519|720|10
7413|4|31|897|6
3447|9|449|31|12
8348|2|161|720|6
7365|3|663|57|42
7365|3|663|720|6
7365|3|57|720|7
1421|14|157|56|5
6976|4|6|751|37
6080|5|589|720|2
5118|6|750|1031|4
7365|4|663|57|48
7365|4|663|720|16
7365|4|57|720|12
2662|12|93|68|12
8430|2|344|93|22
7572|3|1347|720|30
4310|9|191|36|9
4310|9|36|405|5
4310|9|191|405|45
52|16|38|96|17
5001|8|720|1114|4
6664|5|161|720|5
7355|4|107|1488|12
3071|7|356|720|6
3071|6|356|720|14
3945|10|668|316|1
1004|9|595|51|20
7129|4|1120|720|7
8042|3|720|47|9
5591|7|31|335|6
7590|3|449|720|4
7887|3|36|22|15
8155|3|36|489|7
3908|10|991|68|51
3908|10|991|5|3
3908|10|68|5|17
8030|3|344|1442|32
3822|10|335|16|12
3822|10|93|64|21
3822|10|335|64|2
3822|10|93|16|126
3822|10|16|64|6
3822|10|335|93|42
896|15|558|557|4
896|15|557|66|1
896|15|558|66|4
5015|7|751|720|4
5015|6|751|720|2
4875|8|449|36|3
5956|6|31|720|2
3952|10|991|68|45
6378|4|330|720|20
6378|5|330|720|40
1003|14|29|51|3
6378|3|330|720|16
512|16|106|36|1
3965|10|92|450|6
5325|7|663|720|4
4839|9|254|115|5
2709|12|520|29|4
3087|10|44|40|4
6928|4|720|473|6
6470|5|1171|751|3
7905|3|161|720|2
1041|14|55|45|2
5691|6|696|720|2
7250|4|344|1442|14
7594|3|750|720|20
5689|7|161|720|75
7948|3|1348|720|2
2675|12|99|211|9
2467|12|128|537|16
7284|4|217|720|30
5470|7|31|85|6
5470|7|85|720|3
5470|7|31|720|2
2845|11|36|761|2
2845|11|626|761|18
2845|11|36|626|9
5331|7|161|720|2
6600|5|589|720|2
7109|3|161|720|15
1373|13|177|51|3
7730|3|750|720|102
7185|4|644|720|6
7185|4|161|720|6
7185|4|644|161|9
1577|14|55|56|2
5794|6|109|1080|10
7853|3|36|403|10
7853|3|36|720|3
7853|3|403|720|30
8141|3|595|1614|2
2283|13|68|56|2
2659|12|64|68|9
8097|3|341|720|1
2396|12|128|637|8
4074|6|31|720|49
804|15|129|537|90
7451|3|753|720|14
5581|7|147|1310|8
5581|7|147|720|4
5581|7|1310|720|2
5581|6|147|1310|7
306|16|338|77|11
7002|4|161|720|6
5636|6|1219|720|3
439|16|1|399|10
7897|3|553|720|2
4749|9|595|16|6
2286|13|36|663|4
7105|3|161|720|49
1057|14|465|56|10
4060|6|720|1114|12
8103|3|403|720|10
7479|3|663|57|60
7479|3|663|720|10
7479|3|57|720|6
518|16|36|64|8
2229|13|6|570|7
7105|4|161|720|20
6473|5|1001|720|7
5595|7|335|1171|4
7479|4|663|57|12
8408|2|441|36|14
4384|7|98|45|2
5037|8|1258|1259|36
5037|8|1258|186|3
5037|8|186|1259|12
6073|6|305|720|17
4858|7|663|720|6
2500|11|462|307|5
3739|10|745|171|2
2843|10|947|895|2
6672|5|595|720|2
8107|2|1608|1607|10
8107|2|1608|720|2
8107|2|1607|720|5
8107|3|1607|720|2
8107|3|1609|1607|8
8107|3|1609|720|4
4265|9|315|422|6
320|11|344|195|2
320|16|195|51|3
486|16|36|329|1
4787|9|420|751|1
496|16|36|215|2
710|16|30|6|2
3503|10|6|68|28
6819|4|161|720|15
1023|14|109|30|6
1023|15|109|30|7
3899|10|28|390|8
1186|14|239|648|2
6364|5|147|1310|4
1866|13|99|56|34
8014|3|344|1442|5
3799|10|16|563|15
2060|13|1|56|11
2337|10|806|305|10
3141|11|520|595|45
5410|7|85|720|4
6513|5|161|720|5
7306|3|93|1330|17
7306|3|644|93|34
7306|3|644|1330|2
8450|2|344|1604|13
3905|9|31|450|4
4188|9|93|64|10
3914|10|28|390|5
4755|9|6|89|1
1267|14|6|76|6
8052|3|403|720|5
7428|3|663|57|30
6049|5|519|720|3
649|15|441|211|10
6204|5|161|720|18
6549|5|16|672|12
609|16|99|29|20
609|16|36|99|5
609|16|36|29|4
975|15|454|56|2
3071|10|109|31|36
4396|9|341|844|2
4426|6|1171|1039|2
4253|9|141|688|15
6227|5|458|788|8
683|15|357|211|2
495|16|36|215|2
3906|10|92|450|12
7364|4|663|57|56
7364|4|663|720|24
7364|4|57|720|21
5771|6|751|720|7
2228|13|1|251|3
250|16|6|1|4
7248|3|663|57|18
3628|10|201|203|4
5483|7|720|1114|24
5903|6|335|165|6
3993|9|1|161|34
1302|14|6|16|1
3683|9|254|115|2
6297|6|234|186|6
977|15|68|307|8
1039|13|155|5|9
1039|13|93|155|9
1039|13|93|5|1
6297|5|234|186|2
1039|15|30|56|3
1039|15|16|155|3
1039|15|16|56|3
1039|15|30|155|3
1039|15|155|56|9
1039|15|30|16|1
4406|9|254|115|2
7248|4|663|57|176
7248|4|663|720|22
7248|4|57|720|32
2729|12|93|68|8
6583|4|1219|720|9
6117|6|6|753|2
6583|3|330|1219|38
6559|5|1453|844|10
4060|7|720|1114|6
2824|11|626|761|12
6779|5|161|720|3
6779|4|161|720|6
3070|6|356|720|9
3070|7|356|720|2
7958|3|941|403|10
7958|3|941|720|10
7958|3|403|720|1
966|11|28|390|9
1129|14|109|31|5
7653|3|161|720|7
7653|3|87|720|1
7653|3|87|161|7
3604|9|500|1024|6
91|16|72|70|15
6098|6|335|1171|10
7497|3|626|1168|12
3630|10|45|40|5
3093|11|36|626|6
208|16|199|59|2
1811|9|420|751|4
7344|4|449|720|112
5321|7|335|16|1
2245|12|1|56|23
3915|10|28|390|5
8175|3|1604|720|4
5737|7|31|720|2
8076|3|1604|720|8
4839|8|254|115|9
1598|14|55|56|1
702|16|31|30|6
275|16|93|161|22
8147|3|626|1425|4
4877|8|344|16|18
5688|6|335|1171|9
3142|11|626|761|1
135|16|1|224|15
7384|4|344|1442|19
7384|4|344|1010|19
7384|4|1442|1010|1
574|16|30|29|2
7341|3|161|720|4
3417|10|420|751|3
104|16|1|16|16
1549|14|55|56|4
7103|4|85|450|42
7103|4|31|450|14
7103|4|31|85|12
3092|11|36|626|4
8234|3|344|1442|8
6543|5|1120|720|16
8078|3|335|1520|1
5775|7|335|1379|2
6551|5|344|720|2
1050|15|6|287|12
5614|2|869|1334|1
5566|7|93|16|7
5614|5|1334|720|1
5614|5|869|720|9
5614|5|869|1334|9
830|14|520|545|4
830|15|78|47|1
8496|2|626|1123|22
1315|14|239|648|15
4570|9|234|404|3
2965|11|31|47|21
